event_slug,games,team_game_rows,total_kills,placement_points,total_points,kills_per_game,kill_point_share_pct,deaths_per_game,avg_rez,avg_rspn,knocks_per_game,deaths_above_60,event_label
playoffs_split1,62,1240,3497,3348,6845,56.403225806451616,51.08838568298028,59.83870967741935,8.774193548387096,2.725806451612903,68.93548387096774,-0.16129032258064768,Split 1
midseason_ewc_split1,43,860,2434,2322,4756,56.604651162790695,51.17746005046257,58.23255813953488,9.767441860465116,2.395348837209302,69.5813953488372,-1.7674418604651194,EWC
playoffs_split2,64,1280,3688,3456,7144,57.625,51.62374020156775,60.109375,10.328125,3.921875,70.625,0.109375,Split 2
championship_split2,69,1380,3960,3726,7686,57.391304347826086,51.522248243559716,60.85507246376812,19.434782608695652,3.8260869565217392,80.56521739130434,0.8550724637681171,Championship
