event_slug,event_name,overview_url,split,league,region,day,group,game_id,source_url,source_scope,weapon_key,weapon,kills,damage,knockdowns,times_knocked,fwr_pct,shots,hits,accuracy,playtime,playtime_seconds,max_kill_range,max_damage_range,icon,stage,game_label,game_number,map_name,stats_url,replay_url,title
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day3,LosersRound1,2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,game,Devotion,Devotion LMG,0,104,,,,-,7,-,0h 0m 0s,0,0,37.74,Devotion_LMG_Icon.svg,Losers Round 1,Game #6,6,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/game/2d1a672d5ac57f70dc86f1df5c4f1adc,Losers Round 1 - Game #6 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day3,LosersRound1,2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,game,Longbow,Longbow DMR,0,471,,,,55,9,16.36%,0h 6m 57s,417,0,192.88,Longbow_DMR_Icon.svg,Losers Round 1,Game #6,6,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/game/2d1a672d5ac57f70dc86f1df5c4f1adc,Losers Round 1 - Game #6 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day3,LosersRound1,2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,game,R-99,R-99 SMG,0,294,,,,-,28,-,0h 0m 0s,0,0,31.85,R-99_SMG_Icon.svg,Losers Round 1,Game #6,6,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/game/2d1a672d5ac57f70dc86f1df5c4f1adc,Losers Round 1 - Game #6 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day3,LosersRound1,2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,game,L-STAR,L-STAR EMG,0,73,,,,90,6,6.67%,0h 3m 2s,182,0,76.99,L-STAR_EMG_Icon.svg,Losers Round 1,Game #6,6,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/game/2d1a672d5ac57f70dc86f1df5c4f1adc,Losers Round 1 - Game #6 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day3,LosersRound1,2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,game,TripleTake,Triple Take,0,1009,,,,90,52,57.78%,0h 17m 12s,1032,0,206.59,Triple_Take_Icon.svg,Losers Round 1,Game #6,6,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/game/2d1a672d5ac57f70dc86f1df5c4f1adc,Losers Round 1 - Game #6 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day3,LosersRound1,2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,game,ThermiteGrenade,Thermite Grenade,0,25,,,,-,7,-,0h 0m 0s,0,0,47.02,Thermite_Grenade.svg,Losers Round 1,Game #6,6,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/game/2d1a672d5ac57f70dc86f1df5c4f1adc,Losers Round 1 - Game #6 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day3,LosersRound1,2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,game,Peacekeeper,Peacekeeper,0,11,,,,3,1,33.33%,0h 3m 0s,180,0,19.46,Peacekeeper_Icon.svg,Losers Round 1,Game #6,6,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/game/2d1a672d5ac57f70dc86f1df5c4f1adc,Losers Round 1 - Game #6 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day3,LosersRound1,2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,game,30-30,30-30 Repeater,0,143,,,,65,4,6.15%,0h 4m 9s,249,0,70.28,30-30_Repeater_Icon.svg,Losers Round 1,Game #6,6,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/game/2d1a672d5ac57f70dc86f1df5c4f1adc,Losers Round 1 - Game #6 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day3,LosersRound1,2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,game,RE-45,RE-45,0,0,,,,27,-,0%,0h 0m 34s,34,0,0,RE-45_Auto_Icon.svg,Losers Round 1,Game #6,6,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/game/2d1a672d5ac57f70dc86f1df5c4f1adc,Losers Round 1 - Game #6 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day3,LosersRound1,2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,game,C.A.R.,C.A.R.,0,0,,,,32,-,0%,0h 0m 15s,15,0,0,C.A.R._SMG_Icon.svg,Losers Round 1,Game #6,6,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/game/2d1a672d5ac57f70dc86f1df5c4f1adc,Losers Round 1 - Game #6 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day3,LosersRound1,2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,game,Rampage,Rampage LMG,0,0,,,,6,-,0%,0h 0m 16s,16,0,0,Rampage_LMG_Icon.svg,Losers Round 1,Game #6,6,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/game/2d1a672d5ac57f70dc86f1df5c4f1adc,Losers Round 1 - Game #6 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day3,LosersRound1,2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,game,Wingman,Wingman,0,0,,,,-,-,NAN%,0h 0m 12s,12,0,0,Wingman_Icon.svg,Losers Round 1,Game #6,6,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/game/2d1a672d5ac57f70dc86f1df5c4f1adc,Losers Round 1 - Game #6 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day3,LosersRound1,2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,game,Spitfire,M600 Spitfire,0,0,,,,-,-,NAN%,0h 0m 12s,12,0,0,M600_Spitfire_Icon.svg,Losers Round 1,Game #6,6,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/game/2d1a672d5ac57f70dc86f1df5c4f1adc,Losers Round 1 - Game #6 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day3,LosersRound1,2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,game,ChargeRifle,Charge Rifle,0,0,,,,15,-,0%,0h 3m 22s,202,0,0,Charge_Rifle_Icon.svg,Losers Round 1,Game #6,6,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day3/LosersRound1/2d1a672d5ac57f70dc86f1df5c4f1adc,https://apexlegendsstatus.com/algs/game/2d1a672d5ac57f70dc86f1df5c4f1adc,Losers Round 1 - Game #6 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day4,LosersRound2,83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,game,TripleTake,Triple Take,2,989,4,1,80.0,116,48,41.38%,0h 13m 12s,792,108.43,177.77,Triple_Take_Icon.svg,Losers Round 2,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/game/83b1bc1985ec518f9fa7032711c83d5a,Losers Round 2 - Game #1 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day4,LosersRound2,83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,game,Nemesis,Nemesis Burst AR,5,3470,10,4,71.43,1557,301,19.33%,0h 44m 59s,2699,174.67,384.78,Nemesis_Burst_AR_Icon.svg,Losers Round 2,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/game/83b1bc1985ec518f9fa7032711c83d5a,Losers Round 2 - Game #1 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day4,LosersRound2,83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,game,Hemlok,Hemlok,7,6944,10,1,90.91,2622,424,16.17%,1h 23m 7s,4987,222.16,291.87,Hemlok_Burst_AR_Icon.svg,Losers Round 2,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/game/83b1bc1985ec518f9fa7032711c83d5a,Losers Round 2 - Game #1 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day4,LosersRound2,83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,game,Longbow,Longbow DMR,1,311,2,,,28,6,21.43%,0h 4m 35s,275,97.86,178.72,Longbow_DMR_Icon.svg,Losers Round 2,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/game/83b1bc1985ec518f9fa7032711c83d5a,Losers Round 2 - Game #1 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day4,LosersRound2,83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,game,R-301,R-301 Carbine,2,1456,2,1,66.67,827,124,14.99%,0h 18m 12s,1092,111.23,163.92,R-301_Carbine_Icon.svg,Losers Round 2,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/game/83b1bc1985ec518f9fa7032711c83d5a,Losers Round 2 - Game #1 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day4,LosersRound2,83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,game,G7Scout,G7 Scout,2,1547,4,,,573,58,10.12%,0h 32m 30s,1950,99.73,202.42,G7_Scout_Icon.svg,Losers Round 2,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/game/83b1bc1985ec518f9fa7032711c83d5a,Losers Round 2 - Game #1 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day4,LosersRound2,83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,game,Devotion,Devotion LMG,3,791,6,,,-,54,-,0h 0m 0s,0,55.46,110.38,Devotion_LMG_Icon.svg,Losers Round 2,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/game/83b1bc1985ec518f9fa7032711c83d5a,Losers Round 2 - Game #1 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day4,LosersRound2,83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,game,Mozambique (Akimbo),Mozambique (Akimbo),21,6258,21,15,58.33,-,405,-,0h 46m 41s,2801,22.24,47.31,Mozambique_Shotgun_Akimbo_Icon.svg,Losers Round 2,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/game/83b1bc1985ec518f9fa7032711c83d5a,Losers Round 2 - Game #1 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day4,LosersRound2,83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,game,Mastiff,Mastiff Shotgun,4,1027,11,9,55.0,32,73,-,0h 11m 22s,682,12.2,35.39,Mastiff_Shotgun_Icon.svg,Losers Round 2,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/game/83b1bc1985ec518f9fa7032711c83d5a,Losers Round 2 - Game #1 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day4,LosersRound2,83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,game,HAVOC,HAVOC Rifle,4,1505,8,3,72.73,593,94,15.85%,0h 14m 28s,868,42.18,150.87,HAVOC_Rifle_Icon.svg,Losers Round 2,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/game/83b1bc1985ec518f9fa7032711c83d5a,Losers Round 2 - Game #1 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day4,LosersRound2,83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,game,Flatline,VK-47 Flatline,3,970,5,,,369,76,20.6%,0h 9m 32s,572,20.85,321.44,VK-47_Flatline_Icon.svg,Losers Round 2,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/game/83b1bc1985ec518f9fa7032711c83d5a,Losers Round 2 - Game #1 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day4,LosersRound2,83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,game,Mozambique,Mozambique Shotgun,3,1096,27,20,57.45,471,71,15.07%,0h 10m 3s,603,11.61,39.76,Mozambique_Shotgun_Icon.svg,Losers Round 2,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/game/83b1bc1985ec518f9fa7032711c83d5a,Losers Round 2 - Game #1 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day4,LosersRound2,83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,game,FragGrenade,Frag Grenade,1,537,2,,,-,11,-,0h 0m 0s,0,30.78,73.84,Frag_Grenade.svg,Losers Round 2,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/game/83b1bc1985ec518f9fa7032711c83d5a,Losers Round 2 - Game #1 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day4,LosersRound2,83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,game,ChargeRifle,Charge Rifle,0,566,1,,,29,6,20.69%,0h 4m 51s,291,0,340.08,Charge_Rifle_Icon.svg,Losers Round 2,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/game/83b1bc1985ec518f9fa7032711c83d5a,Losers Round 2 - Game #1 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day4,LosersRound2,83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,game,Kraber,Kraber .50-Cal Sniper,0,529,1,1,50.0,-,3,-,0h 3m 25s,205,0,116.69,Kraber_.50-Cal_Sniper_Icon.svg,Losers Round 2,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/game/83b1bc1985ec518f9fa7032711c83d5a,Losers Round 2 - Game #1 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day4,LosersRound2,83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,game,30-30,30-30 Repeater,0,866,1,,,201,22,10.95%,0h 22m 58s,1378,0,243.72,30-30_Repeater_Icon.svg,Losers Round 2,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/game/83b1bc1985ec518f9fa7032711c83d5a,Losers Round 2 - Game #1 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day4,LosersRound2,83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,game,Volt,Volt SMG,0,261,,1,,83,17,20.48%,0h 6m 53s,413,0,34.71,Volt_SMG_Icon.svg,Losers Round 2,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/game/83b1bc1985ec518f9fa7032711c83d5a,Losers Round 2 - Game #1 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day4,LosersRound2,83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,game,Prowler,Prowler Burst PDW,0,153,,1,,95,11,11.58%,0h 3m 25s,205,0,11.64,Prowler_Burst_PDW_Icon.svg,Losers Round 2,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/game/83b1bc1985ec518f9fa7032711c83d5a,Losers Round 2 - Game #1 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day4,LosersRound2,83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,game,P2020,P2020,0,79,,1,,27,4,14.81%,0h 0m 49s,49,0,29.58,P2020_Icon.svg,Losers Round 2,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/game/83b1bc1985ec518f9fa7032711c83d5a,Losers Round 2 - Game #1 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day4,LosersRound2,83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,game,EVA-8,EVA-8 Auto,0,56,,2,,29,9,31.03%,0h 3m 23s,203,0,12.11,EVA-8_Auto_Icon.svg,Losers Round 2,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/game/83b1bc1985ec518f9fa7032711c83d5a,Losers Round 2 - Game #1 - Storm Point
playoffs_split2,ALGS Year 4 Split 2 Playoffs,,Y4-Split2,ALGS-Playoffs,Global,Day4,LosersRound2,83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,game,Peacekeeper,Peacekeeper,0,227,,1,,1,22,-,0h 1m 50s,110,0,10.39,Peacekeeper_Icon.svg,Losers Round 2,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Day4/LosersRound2/83b1bc1985ec518f9fa7032711c83d5a,https://apexlegendsstatus.com/algs/game/83b1bc1985ec518f9fa7032711c83d5a,Losers Round 2 - Game #1 - Storm Point
