event_slug,event_name,overview_url,split,league,region,day,group,game_id,source_url,source_scope,weapon_key,weapon,kills,damage,knockdowns,times_knocked,fwr_pct,shots,hits,accuracy,playtime,playtime_seconds,max_kill_range,max_damage_range,icon,stage,game_label,game_number,map_name,stats_url,replay_url,title
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,Hemlok,Hemlok,623,450810,1100,356,75.55,165941,25563,15.4%,101h 16m 8s,364568,333.55,454.99,Hemlok_Burst_AR_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,Flatline,VK-47 Flatline,125,85520,262,153,63.13,40015,5279,13.19%,23h 49m 44s,85784,170.22,301.07,VK-47_Flatline_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,HAVOC,HAVOC Rifle,817,290129,1611,824,66.16,88348,18234,20.64%,47h 21m 42s,170502,147.75,300.88,HAVOC_Rifle_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,Kraber,Kraber .50-Cal Sniper,23,11459,46,10,82.14,32,93,-,1h 12m 42s,4362,104.68,219.09,Kraber_.50-Cal_Sniper_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,Volt,Volt SMG,500,180998,923,616,59.97,60295,13441,22.29%,28h 56m 25s,104185,81.97,230.08,Volt_SMG_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,Mozambique,Mozambique Shotgun,37,14268,70,51,57.85,1114,948,85.1%,1h 46m 4s,6364,82.06,90.94,Mozambique_Shotgun_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,L-STAR,L-STAR EMG,42,10898,80,37,68.38,5025,766,15.24%,2h 6m 57s,7617,48.11,225.6,L-STAR_EMG_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,Prowler,Prowler Burst PDW,143,51216,266,176,60.18,20677,3768,18.22%,8h 59m 15s,32355,48.88,175.98,Prowler_Burst_PDW_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,Alternator,Alternator SMG,52,18898,95,71,57.23,7981,1263,15.83%,3h 53m 50s,14030,51.41,193.88,Alternator_SMG_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,Devotion,Devotion LMG,20,8435,34,18,65.38,3222,602,18.68%,1h 22m 25s,4945,61.13,168.14,Devotion_LMG_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,ArcStar,Arc Star,51,27045,101,,,-,881,-,0h 0m 0s,0,108.95,146.01,Arc_Star.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,R-301,R-301 Carbine,37,27236,64,45,58.72,15282,2433,15.92%,7h 24m 52s,26692,133.58,385.41,R-301_Carbine_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,G7Scout,G7 Scout,46,53889,99,40,71.22,14583,1932,13.25%,15h 17m 21s,55041,168.44,338.1,G7_Scout_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,ThermiteGrenade,Thermite Grenade,16,11685,40,,,-,3457,-,0h 0m 0s,0,45.04,142.58,Thermite_Grenade.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,C.A.R.,C.A.R.,0,0,,141,,20256,-,0%,6h 40m 57s,24057,0,0,C.A.R._SMG_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,Peacekeeper,Peacekeeper,71,27187,132,103,56.17,745,2970,-,2h 56m 41s,10601,23.59,89.74,Peacekeeper_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,Nemesis,Nemesis Burst AR,203,149036,364,113,76.31,63597,10526,16.55%,37h 27m 54s,134874,189.12,341.92,Nemesis_Burst_AR_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,TripleTake,Triple Take,47,55401,89,31,74.17,5639,2759,48.93%,14h 59m 8s,53948,203.12,351.02,Triple_Take_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,30-30,30-30 Repeater,99,103843,187,37,83.48,16214,2554,15.75%,26h 56m 56s,97016,385.59,389.74,30-30_Repeater_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,FragGrenade,Frag Grenade,67,43252,134,,,-,880,-,0h 0m 0s,0,92.04,98.19,Frag_Grenade.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,Longbow,Longbow DMR,13,14650,26,5,83.87,1607,277,17.24%,3h 34m 21s,12861,216.73,399.76,Longbow_DMR_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,Rampage,Rampage LMG,8,6448,15,18,45.45,4086,285,6.98%,3h 1m 49s,10909,40.13,280.35,Rampage_LMG_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,Sentinel,Sentinel,48,70797,90,30,75.0,3575,919,25.71%,17h 37m 30s,63450,214.7,369.11,Sentinel_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,RE-45,RE-45,31,10269,62,24,72.09,4379,836,19.09%,2h 0m 26s,7226,51.71,122.44,RE-45_Auto_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,ChargeRifle,Charge Rifle,4,10240,15,1,93.75,810,119,14.69%,2h 17m 53s,8273,163.77,399.22,Charge_Rifle_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,R-99,R-99 SMG,37,12507,62,42,59.62,5760,1235,21.44%,2h 35m 12s,9312,60.59,103.02,R-99_SMG_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,P2020,P2020,6,1042,11,4,73.33,490,62,12.65%,0h 16m 13s,973,16.56,44.15,P2020_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,Spitfire,M600 Spitfire,17,5192,28,13,68.29,2816,323,11.47%,1h 28m 38s,5318,55.31,271.87,M600_Spitfire_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,Mastiff,Mastiff Shotgun,29,9542,54,40,57.45,382,888,-,1h 19m 24s,4764,24.44,50.99,Mastiff_Shotgun_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,Bocek,Bocek Compound Bow,8,9214,18,4,81.82,7,159,-,0h 57m 15s,3435,117.89,210.06,Bocek_Compound_Bow_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,Wingman,Wingman,35,14393,62,,,-,297,-,0h 0m 0s,0,133.24,159.21,Wingman_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,EVA-8,EVA-8 Auto,18,4140,29,,,-,672,-,0h 0m 0s,0,22.92,48.23,EVA-8_Auto_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,Fall,Fall,0,5000,,,,-,1,-,0h 0m 0s,0,0,881.51,damage.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,Melee,Melee,1,819,5,,,-,30,-,0h 0m 0s,0,0.81,4.34,Melee.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,Mozambique (Akimbo),Mozambique (Akimbo),2,116,2,,,-,8,-,0h 0m 19s,19,4.11,8.89,Mozambique_Shotgun_Akimbo_Icon.svg,,,,,,,
playoffs_split1,ALGS Year 4 Split 1 Playoffs,,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,game,Peacekeeper,Peacekeeper,2,771,6,3,66.67,38,88,-,0h 1m 54s,114,9.71,18.39,Peacekeeper_Icon.svg,A vs. B,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/game/404c273255fa25c5cc8b5c4ec2a77613,A vs. B - Game #1 - Storm Point
playoffs_split1,ALGS Year 4 Split 1 Playoffs,,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,game,ArcStar,Arc Star,1,224,1,,,-,9,-,0h 0m 0s,0,5.81,36.68,Arc_Star.svg,A vs. B,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/game/404c273255fa25c5cc8b5c4ec2a77613,A vs. B - Game #1 - Storm Point
playoffs_split1,ALGS Year 4 Split 1 Playoffs,,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,game,Prowler,Prowler Burst PDW,3,483,6,3,66.67,217,34,15.67%,0h 6m 36s,396,27.95,34.12,Prowler_Burst_PDW_Icon.svg,A vs. B,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/game/404c273255fa25c5cc8b5c4ec2a77613,A vs. B - Game #1 - Storm Point
playoffs_split1,ALGS Year 4 Split 1 Playoffs,,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,game,Hemlok,Hemlok,11,7967,21,2,91.3,2833,430,15.18%,1h 33m 1s,5581,88.26,277.48,Hemlok_Burst_AR_Icon.svg,A vs. B,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/game/404c273255fa25c5cc8b5c4ec2a77613,A vs. B - Game #1 - Storm Point
playoffs_split1,ALGS Year 4 Split 1 Playoffs,,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,game,HAVOC,HAVOC Rifle,13,4801,26,10,72.22,1373,286,20.83%,0h 41m 48s,2508,69.85,159.18,HAVOC_Rifle_Icon.svg,A vs. B,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/game/404c273255fa25c5cc8b5c4ec2a77613,A vs. B - Game #1 - Storm Point
playoffs_split1,ALGS Year 4 Split 1 Playoffs,,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,game,Devotion,Devotion LMG,2,588,4,1,80.0,101,42,41.58%,0h 3m 58s,238,12.76,154.93,Devotion_LMG_Icon.svg,A vs. B,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/game/404c273255fa25c5cc8b5c4ec2a77613,A vs. B - Game #1 - Storm Point
playoffs_split1,ALGS Year 4 Split 1 Playoffs,,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,game,RE-45,RE-45,1,552,2,,,165,42,25.45%,0h 4m 13s,253,4.23,122.44,RE-45_Auto_Icon.svg,A vs. B,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/game/404c273255fa25c5cc8b5c4ec2a77613,A vs. B - Game #1 - Storm Point
playoffs_split1,ALGS Year 4 Split 1 Playoffs,,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,game,Volt,Volt SMG,4,3460,10,11,47.62,1360,253,18.6%,0h 37m 21s,2241,35.74,158.97,Volt_SMG_Icon.svg,A vs. B,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/game/404c273255fa25c5cc8b5c4ec2a77613,A vs. B - Game #1 - Storm Point
playoffs_split1,ALGS Year 4 Split 1 Playoffs,,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,game,R-301,R-301 Carbine,1,510,1,1,50.0,353,41,11.61%,0h 10m 37s,637,7.82,162.63,R-301_Carbine_Icon.svg,A vs. B,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/game/404c273255fa25c5cc8b5c4ec2a77613,A vs. B - Game #1 - Storm Point
playoffs_split1,ALGS Year 4 Split 1 Playoffs,,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,game,Sentinel,Sentinel,2,1064,2,1,66.67,48,13,27.08%,0h 7m 18s,438,110.63,286.14,Sentinel_Icon.svg,A vs. B,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/game/404c273255fa25c5cc8b5c4ec2a77613,A vs. B - Game #1 - Storm Point
playoffs_split1,ALGS Year 4 Split 1 Playoffs,,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,game,Nemesis,Nemesis Burst AR,6,3319,9,4,69.23,1166,215,18.44%,0h 50m 50s,3050,95.07,257.28,Nemesis_Burst_AR_Icon.svg,A vs. B,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/game/404c273255fa25c5cc8b5c4ec2a77613,A vs. B - Game #1 - Storm Point
playoffs_split1,ALGS Year 4 Split 1 Playoffs,,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,game,30-30,30-30 Repeater,3,1265,6,,,270,36,13.33%,0h 23m 30s,1410,69.61,349.28,30-30_Repeater_Icon.svg,A vs. B,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/game/404c273255fa25c5cc8b5c4ec2a77613,A vs. B - Game #1 - Storm Point
playoffs_split1,ALGS Year 4 Split 1 Playoffs,,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,game,Flatline,VK-47 Flatline,1,1065,4,1,80.0,566,62,10.95%,0h 16m 46s,1006,11.58,137.69,VK-47_Flatline_Icon.svg,A vs. B,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/game/404c273255fa25c5cc8b5c4ec2a77613,A vs. B - Game #1 - Storm Point
playoffs_split1,ALGS Year 4 Split 1 Playoffs,,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,game,R-99,R-99 SMG,2,1,1,,,99,1,1.01%,0h 2m 27s,147,19.66,19.66,R-99_SMG_Icon.svg,A vs. B,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/game/404c273255fa25c5cc8b5c4ec2a77613,A vs. B - Game #1 - Storm Point
playoffs_split1,ALGS Year 4 Split 1 Playoffs,,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,game,Kraber,Kraber .50-Cal Sniper,1,595,3,1,75.0,-,5,-,0h 1m 55s,115,29.68,68.55,Kraber_.50-Cal_Sniper_Icon.svg,A vs. B,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/game/404c273255fa25c5cc8b5c4ec2a77613,A vs. B - Game #1 - Storm Point
playoffs_split1,ALGS Year 4 Split 1 Playoffs,,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,game,Mastiff,Mastiff Shotgun,0,133,,3,,2,11,-,0h 0m 50s,50,0,5.77,Mastiff_Shotgun_Icon.svg,A vs. B,Game #1,1,Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/404c273255fa25c5cc8b5c4ec2a77613,https://apexlegendsstatus.com/algs/game/404c273255fa25c5cc8b5c4ec2a77613,A vs. B - Game #1 - Storm Point
