event_slug,event_name,split,league,region,day,group,stage,game_label,game_number,map_name,game_id,stats_url,replay_url,title,source_url,source_scope,table_index,table_type,table_heading,row_number,pick_rate_pct,avg_placement,win_rate_pct,top_5_rate_pct,top_7_conversion_rate_pct,fwr_pct,total_occurrences,composition
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,A vs. B,Game #2,2,Storm Point,cb809251d2cf744346f7fdbd42e4c6df,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb809251d2cf744346f7fdbd42e4c6df,https://apexlegendsstatus.com/algs/game/cb809251d2cf744346f7fdbd42e4c6df,A vs. B - Game #2 - Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb809251d2cf744346f7fdbd42e4c6df,game,2,composition_meta,Scores,1,40%,9.4,0%,50%,0%,49.1%,8,"Bangalore, Bloodhound, Caustic"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,A vs. B,Game #2,2,Storm Point,cb809251d2cf744346f7fdbd42e4c6df,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb809251d2cf744346f7fdbd42e4c6df,https://apexlegendsstatus.com/algs/game/cb809251d2cf744346f7fdbd42e4c6df,A vs. B - Game #2 - Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb809251d2cf744346f7fdbd42e4c6df,game,2,composition_meta,Scores,2,10%,17,0%,0%,0%,46.2%,2,"Bloodhound, Conduit, Horizon"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,A vs. B,Game #2,2,Storm Point,cb809251d2cf744346f7fdbd42e4c6df,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb809251d2cf744346f7fdbd42e4c6df,https://apexlegendsstatus.com/algs/game/cb809251d2cf744346f7fdbd42e4c6df,A vs. B - Game #2 - Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb809251d2cf744346f7fdbd42e4c6df,game,2,composition_meta,Scores,3,10%,10.5,0%,0%,0%,0%,2,"Bangalore, Bloodhound, Wattson"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,A vs. B,Game #2,2,Storm Point,cb809251d2cf744346f7fdbd42e4c6df,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb809251d2cf744346f7fdbd42e4c6df,https://apexlegendsstatus.com/algs/game/cb809251d2cf744346f7fdbd42e4c6df,A vs. B - Game #2 - Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb809251d2cf744346f7fdbd42e4c6df,game,2,composition_meta,Scores,4,10%,11,0%,0%,0%,46.7%,2,"Bangalore, Bloodhound, Conduit"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,A vs. B,Game #2,2,Storm Point,cb809251d2cf744346f7fdbd42e4c6df,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb809251d2cf744346f7fdbd42e4c6df,https://apexlegendsstatus.com/algs/game/cb809251d2cf744346f7fdbd42e4c6df,A vs. B - Game #2 - Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb809251d2cf744346f7fdbd42e4c6df,game,2,composition_meta,Scores,5,10%,9.5,0%,0%,0%,60%,2,"Bangalore, Bloodhound, Horizon"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,A vs. B,Game #2,2,Storm Point,cb809251d2cf744346f7fdbd42e4c6df,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb809251d2cf744346f7fdbd42e4c6df,https://apexlegendsstatus.com/algs/game/cb809251d2cf744346f7fdbd42e4c6df,A vs. B - Game #2 - Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb809251d2cf744346f7fdbd42e4c6df,game,2,composition_meta,Scores,6,5%,7,0%,0%,0%,40%,1,"Bangalore, Caustic, Crypto"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,A vs. B,Game #2,2,Storm Point,cb809251d2cf744346f7fdbd42e4c6df,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb809251d2cf744346f7fdbd42e4c6df,https://apexlegendsstatus.com/algs/game/cb809251d2cf744346f7fdbd42e4c6df,A vs. B - Game #2 - Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb809251d2cf744346f7fdbd42e4c6df,game,2,composition_meta,Scores,7,5%,13,0%,0%,0%,25%,1,"Bangalore, Crypto, Lifeline"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,A vs. B,Game #2,2,Storm Point,cb809251d2cf744346f7fdbd42e4c6df,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb809251d2cf744346f7fdbd42e4c6df,https://apexlegendsstatus.com/algs/game/cb809251d2cf744346f7fdbd42e4c6df,A vs. B - Game #2 - Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb809251d2cf744346f7fdbd42e4c6df,game,2,composition_meta,Scores,8,5%,18,0%,0%,0%,62.5%,1,"Bangalore, Bloodhound, Lifeline"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,A vs. B,Game #2,2,Storm Point,cb809251d2cf744346f7fdbd42e4c6df,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb809251d2cf744346f7fdbd42e4c6df,https://apexlegendsstatus.com/algs/game/cb809251d2cf744346f7fdbd42e4c6df,A vs. B - Game #2 - Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb809251d2cf744346f7fdbd42e4c6df,game,2,composition_meta,Scores,9,5%,1,100%,100%,100%,90%,1,"Bangalore, Conduit, Horizon"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,A vs. B,Game #3,3,Storm Point,cb7cc7a3e0ef7a1a7ed051803ba87e58,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb7cc7a3e0ef7a1a7ed051803ba87e58,https://apexlegendsstatus.com/algs/game/cb7cc7a3e0ef7a1a7ed051803ba87e58,A vs. B - Game #3 - Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb7cc7a3e0ef7a1a7ed051803ba87e58,game,2,composition_meta,Scores,1,40%,9,0%,37.5%,0%,46.6%,8,"Bangalore, Bloodhound, Caustic"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,A vs. B,Game #3,3,Storm Point,cb7cc7a3e0ef7a1a7ed051803ba87e58,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb7cc7a3e0ef7a1a7ed051803ba87e58,https://apexlegendsstatus.com/algs/game/cb7cc7a3e0ef7a1a7ed051803ba87e58,A vs. B - Game #3 - Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb7cc7a3e0ef7a1a7ed051803ba87e58,game,2,composition_meta,Scores,2,15%,17.3,0%,0%,0%,52.4%,3,"Bangalore, Bloodhound, Horizon"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,A vs. B,Game #3,3,Storm Point,cb7cc7a3e0ef7a1a7ed051803ba87e58,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb7cc7a3e0ef7a1a7ed051803ba87e58,https://apexlegendsstatus.com/algs/game/cb7cc7a3e0ef7a1a7ed051803ba87e58,A vs. B - Game #3 - Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb7cc7a3e0ef7a1a7ed051803ba87e58,game,2,composition_meta,Scores,3,15%,9,33.3%,33.3%,100%,63.2%,3,"Bangalore, Bloodhound, Wattson"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,A vs. B,Game #3,3,Storm Point,cb7cc7a3e0ef7a1a7ed051803ba87e58,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb7cc7a3e0ef7a1a7ed051803ba87e58,https://apexlegendsstatus.com/algs/game/cb7cc7a3e0ef7a1a7ed051803ba87e58,A vs. B - Game #3 - Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb7cc7a3e0ef7a1a7ed051803ba87e58,game,2,composition_meta,Scores,4,5%,14,0%,0%,0%,0%,1,"Caustic, Crypto, Wraith"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,A vs. B,Game #3,3,Storm Point,cb7cc7a3e0ef7a1a7ed051803ba87e58,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb7cc7a3e0ef7a1a7ed051803ba87e58,https://apexlegendsstatus.com/algs/game/cb7cc7a3e0ef7a1a7ed051803ba87e58,A vs. B - Game #3 - Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb7cc7a3e0ef7a1a7ed051803ba87e58,game,2,composition_meta,Scores,5,5%,13,0%,0%,0%,25%,1,"Bangalore, Caustic, Crypto"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,A vs. B,Game #3,3,Storm Point,cb7cc7a3e0ef7a1a7ed051803ba87e58,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb7cc7a3e0ef7a1a7ed051803ba87e58,https://apexlegendsstatus.com/algs/game/cb7cc7a3e0ef7a1a7ed051803ba87e58,A vs. B - Game #3 - Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb7cc7a3e0ef7a1a7ed051803ba87e58,game,2,composition_meta,Scores,6,5%,12,0%,0%,0%,0%,1,"Bangalore, Conduit, Horizon"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,A vs. B,Game #3,3,Storm Point,cb7cc7a3e0ef7a1a7ed051803ba87e58,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb7cc7a3e0ef7a1a7ed051803ba87e58,https://apexlegendsstatus.com/algs/game/cb7cc7a3e0ef7a1a7ed051803ba87e58,A vs. B - Game #3 - Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb7cc7a3e0ef7a1a7ed051803ba87e58,game,2,composition_meta,Scores,7,5%,8,0%,0%,0%,25%,1,"Bangalore, Crypto, Lifeline"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day1,AvB,A vs. B,Game #3,3,Storm Point,cb7cc7a3e0ef7a1a7ed051803ba87e58,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb7cc7a3e0ef7a1a7ed051803ba87e58,https://apexlegendsstatus.com/algs/game/cb7cc7a3e0ef7a1a7ed051803ba87e58,A vs. B - Game #3 - Storm Point,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day1/AvB/cb7cc7a3e0ef7a1a7ed051803ba87e58,game,2,composition_meta,Scores,8,5%,10,0%,0%,0%,66.7%,1,"Bloodhound, Conduit, Horizon"
