event_slug,event_name,overview_url,split,league,region,day,group,game_id,source_url,source_scope,table_index,table_type,table_heading,row_number,player,team,best_p,games,kills,assists,knocks,times_knocked,dmg_dealt,dmg_taken,dmg_diff,dmg_per_kill,ring_dmg,rez,rspn,k_per_d,ka_per_d,deaths,surv_time,avg_time_to_first_kill,top_10_pct,t10_to_t5_pct,t5_to_t1_pct
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,1,TSM Imperialhal,TSM,1st,38,43,36,56,44,"23,019","21,159","1,860",535.33,"1,724",1,0,1.05,1.93,41,9h 36m 50s,9m 39s,47.4%,27.8%,20%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,2,WMN BoLin,WMNDY,1st,30,15,21,21,35,"10,908","12,302","-1,394",727.2,"1,193",2,1,0.47,1.13,32,7h 20s,11m 10s,33.3%,70%,14.3%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,3,PUA MaxStrafe,PassionUA,3rd,24,17,18,20,28,"16,451","16,957",-506,967.71,720,3,2,0.68,1.4,25,6h 22m 25s,10m 30s,50%,25%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,4,SSG Frexs,SSG,2nd,38,41,48,52,41,"19,460","16,078","3,382",474.63,"1,756",10,1,1.05,2.28,39,10h 23m 47s,11m 57s,47.4%,55.6%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,5,RID saku,RIDDLE ORDER,2nd,24,8,15,14,25,"8,745","11,700","-2,955",1093.13,314,2,0,0.32,0.92,25,5h 38m 42s,11m 32s,41.7%,50%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,6,MIH arctic,Made in Heaven,2nd,30,24,30,33,34,"16,947","18,202","-1,255",706.13,226,1,0,0.8,1.8,30,7h 37m 24s,12m 0s,43.3%,38.5%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,7,BGB rakiiii,Boogie Boarders,2nd,24,22,11,28,26,"14,446","11,011","3,435",656.64,75,4,0,0.85,1.27,26,6h 41m 54s,13m 37s,58.3%,35.7%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,8,o7 Amphy,o7,1st,32,26,32,31,33,"11,669","12,484",-815,448.81,295,6,0,0.81,1.81,32,6h 14m 16s,9m 7s,31.3%,60%,50%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,9,BRD artiNN1,BR DEM0NZ,1st,24,14,15,20,26,"10,249","12,425","-2,176",732.07,"1,183",1,0,0.61,1.26,23,5h 55m 17s,14m 8s,29.2%,57.1%,25%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,10,WTD bobo2157,wonton dumpling,1st,30,16,20,21,35,"8,046","13,120","-5,074",502.88,"1,150",5,2,0.53,1.2,30,6h 26m 36s,10m 10s,33.3%,60%,16.7%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,11,FUR Vaxlon,FURIA,1st,30,38,29,42,34,"16,184","16,380",-196,425.89,694,3,3,1.27,2.23,30,7h 59m 52s,10m 28s,53.3%,31.3%,20%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,12,E8 zap,Elev8 Gaming,1st,38,47,50,56,40,"21,440","18,448","2,992",456.17,"1,033",0,0,1.42,2.94,33,9h 25m 5s,10m 36s,55.3%,57.1%,41.7%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,13,HAO wqtagashi,HAO,2nd,24,14,9,16,27,"9,012","10,689","-1,677",643.71,"1,428",1,0,0.58,0.96,24,6h 12m 4s,14m 57s,58.3%,28.6%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,14,COL KIMCHI,Complexity,3rd,30,11,8,17,30,"10,649","12,542","-1,893",968.09,623,4,0,0.37,0.63,30,8h 17m 6s,12m 60s,53.3%,75%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,15,FNC Lykq,FNATIC,1st,32,72,63,77,40,"23,998","19,064","4,934",333.31,"2,221",5,0,2.25,4.22,32,9h 13m 12s,11m 19s,62.5%,45%,22.2%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,16,LGND StrafingFlame,Legends Gaming,1st,38,37,43,45,43,"22,468","22,839",-371,607.24,"1,454",8,4,1,2.16,37,9h 38m 31s,11m 3s,57.9%,54.5%,16.7%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,17,HRZ laheemx_,HEROEZ,1st,30,21,17,29,38,"12,307","15,902","-3,595",586.05,"1,900",2,1,0.66,1.19,32,7h 39m 49s,11m 37s,43.3%,61.5%,25%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,18,NTH Taida,NORTHEPTION,3rd,24,19,18,22,27,"10,506","11,154",-648,552.95,"1,506",9,1,0.73,1.42,26,5h 49m 54s,12m 38s,29.2%,57.1%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,19,MST Gild,Not Moist,1st,32,41,33,47,31,"19,701","14,348","5,353",480.51,"1,928",6,0,1.32,2.39,31,9h 17m 17s,14m 24s,62.5%,50%,10%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,20,ALL Unlucky,Alliance,1st,38,48,45,57,39,"19,364","20,125",-761,403.42,"3,514",12,0,1.33,2.58,36,9h 58m 50s,10m 38s,57.9%,36.4%,50%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,21,ALL Hakis,Alliance,1st,38,42,42,45,42,"18,704","22,169","-3,465",445.33,"3,261",2,3,1.2,2.4,35,10h 5m 35s,12m 0s,57.9%,36.4%,50%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,22,NTH YukaPEROdator,NORTHEPTION,3rd,24,11,18,18,30,"8,814","10,412","-1,598",801.27,"2,282",0,2,0.42,1.12,26,5h 49m 28s,9m 55s,29.2%,57.1%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,23,MST Wxltzy,Not Moist,1st,32,42,38,50,33,"20,533","16,941","3,592",488.88,"2,310",1,0,1.35,2.58,31,9h 18m 5s,14m 30s,62.5%,50%,10%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,24,WTD XZZ,wonton dumpling,1st,30,23,30,28,31,"14,614","15,674","-1,060",635.39,500,7,1,0.74,1.71,31,6h 28m 26s,9m 52s,33.3%,60%,16.7%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,25,COL Lou,Complexity,3rd,30,15,11,21,32,"13,512","13,780",-268,900.8,860,1,0,0.5,0.87,30,8h 14m 22s,9m 57s,53.3%,75%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,26,HRZ Kisanss,HEROEZ,1st,30,15,19,20,32,"15,494","15,228",266,1032.93,"1,345",6,2,0.48,1.1,31,7h 26m 38s,13m 24s,43.3%,61.5%,25%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,27,RID Meltstera,RIDDLE ORDER,2nd,24,14,13,19,28,"12,348","11,315","1,033",882,116,2,0,0.56,1.08,25,5h 37m 32s,10m 59s,41.7%,50%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,28,E8 Zachmazer,Elev8 Gaming,1st,38,45,45,51,38,"24,834","22,350","2,484",551.87,"1,152",6,0,1.32,2.65,34,9h 40m 35s,12m 23s,55.3%,57.1%,41.7%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,29,FNC YukaF,FNATIC,1st,32,51,70,63,34,"23,955","20,472","3,483",469.71,"2,513",12,3,1.7,4.03,30,9h 5m 9s,11m 23s,62.5%,45%,22.2%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,30,WMN Mr.K,WMNDY,1st,30,18,21,22,33,"12,979","13,379",-400,721.06,"1,110",5,3,0.6,1.3,30,6h 56m 24s,9m 15s,33.3%,70%,14.3%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,31,SSG Phony,SSG,2nd,38,44,51,51,46,"23,576","19,483","4,093",535.82,"2,553",1,1,1.13,2.44,39,10h 34m 25s,10m 56s,47.4%,55.6%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,32,BGB Panayie,Boogie Boarders,2nd,24,12,11,16,25,"11,829","11,649",180,985.75,260,1,1,0.5,0.96,24,6h 39m 45s,12m 31s,58.3%,35.7%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,33,MIH Taxington,Made in Heaven,2nd,30,31,21,39,31,"13,927","16,654","-2,727",449.26,230,8,0,1,1.68,31,7h 39m 46s,12m 23s,43.3%,38.5%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,34,FUR ImMadness,FURIA,1st,30,24,40,29,34,"18,995","18,583",412,791.46,692,4,2,0.8,2.13,30,7h 56m 39s,11m 11s,53.3%,31.3%,20%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,35,o7 Naghz,o7,1st,32,26,30,32,36,"12,451","11,613",838,478.88,228,2,2,0.84,1.81,31,6h 6m 24s,7m 43s,31.3%,60%,50%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,36,LGND PlayerKay,Legends Gaming,1st,38,20,48,28,46,"18,724","20,786","-2,062",936.2,"1,034",5,1,0.51,1.74,39,9h 34m 37s,13m 19s,57.9%,54.5%,16.7%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,37,TSM Reps,TSM,1st,38,34,29,45,42,"15,927","17,763","-1,836",468.44,"1,983",6,5,0.87,1.62,39,9h 35m 41s,10m 45s,47.4%,27.8%,20%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,38,HAO 5CG,HAO,2nd,24,8,23,10,26,"8,772","9,618",-846,1096.5,"1,244",2,1,0.33,1.29,24,6h 12m 59s,13m 23s,58.3%,28.6%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,39,PUA Artyco,PassionUA,3rd,24,18,23,21,29,"9,549","12,237","-2,688",530.5,225,8,1,0.72,1.64,25,6h 34m 49s,10m 28s,50%,25%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,40,BRD Azazel,BR DEM0NZ,1st,24,17,16,26,23,"11,119","9,617","1,502",654.06,"1,240",4,0,0.74,1.43,23,5h 50m 22s,11m 26s,29.2%,57.1%,25%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,41,TSM Verhulst,TSM,1st,38,32,32,40,42,"16,683","18,707","-2,024",521.34,"1,912",4,3,0.82,1.64,39,9h 40m 9s,11m 23s,47.4%,27.8%,20%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,42,MST Emtee,Not Moist,1st,32,24,37,27,34,"14,377","17,852","-3,475",599.04,"1,648",3,0,0.77,1.97,31,9h 18m 2s,12m 36s,62.5%,50%,10%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,43,FNC satuki,FNATIC,1st,32,51,61,59,38,"22,242","19,635","2,607",436.12,"2,375",9,0,1.65,3.61,31,9h 6m 53s,11m 25s,62.5%,45%,22.2%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,44,PUA Sanya,PassionUA,3rd,24,20,22,28,29,"16,414","15,935",479,820.7,384,2,1,0.77,1.62,26,6h 31m 34s,10m 19s,50%,25%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,45,BRD Vlatow,BR DEM0NZ,1st,24,17,12,21,24,"10,441","12,092","-1,651",614.18,"1,282",0,0,0.74,1.26,23,5h 51m 46s,10m 30s,29.2%,57.1%,25%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,46,COL Monsoon,Complexity,3rd,30,16,11,27,31,"20,256","13,955","6,301",1266,798,1,0,0.53,0.9,30,8h 30m 18s,13m 14s,53.3%,75%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,47,HRZ Bastiaan0Z,HEROEZ,1st,30,31,18,37,32,"16,322","17,135",-813,526.52,"1,688",5,3,1.07,1.69,29,7h 39m 1s,10m 36s,43.3%,61.5%,25%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,48,WMN SHARK,WMNDY,1st,30,31,22,37,34,"11,957","13,024","-1,067",385.71,"1,513",6,3,0.97,1.66,32,7h 31s,10m 31s,33.3%,70%,14.3%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,49,o7 Gnaske,o7,1st,32,48,35,52,35,"17,985","17,479",506,374.69,345,4,4,1.6,2.77,30,6h 35m 16s,7m 50s,31.3%,60%,50%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,50,RID Yukio,RIDDLE ORDER,2nd,24,18,5,22,25,"6,590","8,991","-2,401",366.11,223,1,2,0.75,0.96,24,5h 33m 50s,11m 13s,41.7%,50%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,51,BGB Fussy,Boogie Boarders,2nd,24,13,15,16,28,"12,214","11,716",498,939.54,145,1,1,0.54,1.17,24,6h 44m 7s,12m 28s,58.3%,35.7%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,52,MIH Sinetic,Made in Heaven,2nd,30,26,31,33,33,"19,141","16,473","2,668",736.19,152,3,1,0.87,1.9,30,7h 39m 28s,11m 49s,43.3%,38.5%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,53,ALL Effect,Alliance,1st,38,53,40,68,42,"26,246","23,000","3,246",495.21,"2,771",8,2,1.47,2.58,36,9h 58m 59s,11m 1s,57.9%,36.4%,50%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,54,HAO Right,HAO,2nd,24,15,10,20,26,"8,216","10,992","-2,776",547.73,"1,288",5,0,0.6,1,25,6h 11m 5s,12m 53s,58.3%,28.6%,0%
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,83,player_stats,Scores,55,WTD Peekgod,wonton dumpling,1st,30,30,17,39,37,"16,594","14,435","2,159",553.13,"1,086",4,1,1,1.57,30,6h 30m 17s,10m 20s,33.3%,60%,16.7%
