event_slug,event_name,overview_url,split,league,region,day,group,game_id,source_url,source_scope,table_index,table_type,table_heading,row_number,legend,pick_rate_pct,avg_placement,win_rate_pct,top_5_rate_pct,top_7_conversion_rate_pct,fwr_pct,total_occurrences
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,11,Rampart,2.58%,9.1,0%,37.5%,0%,40.4%,32
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,12,Pathfinder,1.61%,11.6,0%,25%,0%,41.7%,20
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,13,Newcastle,0.97%,11.8,0%,25%,0%,45.3%,12
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,14,Catalyst,0.89%,16.4,0%,0%,0%,40.3%,11
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,15,Gibraltar,0.73%,11.6,0%,22.2%,0%,44%,9
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,16,Loba,0.56%,10.6,0%,14.3%,0%,33.3%,7
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,17,Fuse,0.32%,11.3,0%,25%,0%,54.8%,4
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,18,Revenant,0.24%,11.7,0%,0%,0%,33.3%,3
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,19,Mad Maggie,0.16%,10.5,0%,0%,0%,61.9%,2
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,20,Mirage,0.16%,11,0%,0%,0%,55%,2
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,21,Octane,0.08%,10,0%,0%,0%,0%,1
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,2,legend_meta,Top 10 Teams,1,Bangalore,97.68%,10.5,5.1%,25%,14.5%,50.7%,827
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,2,legend_meta,Top 10 Teams,2,Wattson,48.66%,10.2,4.4%,24.8%,12%,48.9%,412
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,2,legend_meta,Top 10 Teams,3,Pathfinder,43.82%,10.9,4%,22.1%,12.8%,48.8%,371
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,2,legend_meta,Top 10 Teams,4,Fuse,38.62%,10.5,5.8%,27.2%,15.8%,53.1%,327
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,2,legend_meta,Top 10 Teams,5,Seer,34.02%,9.8,7.3%,32.3%,17.2%,53.8%,288
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,2,legend_meta,Top 10 Teams,6,Crypto,12.52%,11,2.8%,17.9%,9.4%,45.8%,106
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,2,legend_meta,Top 10 Teams,7,Bloodhound,10.63%,11.9,3.3%,16.7%,14.3%,51.4%,90
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,2,legend_meta,Top 10 Teams,8,Lifeline,4.61%,10.4,7.7%,20.5%,25%,51.2%,39
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,2,legend_meta,Top 10 Teams,9,Dummie,2.36%,,0%,0%,0%,NAN%,20
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,2,legend_meta,Top 10 Teams,10,Horizon,2.24%,12.2,0%,15.8%,0%,55%,19
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,2,legend_meta,Top 10 Teams,11,Catalyst,1.54%,7,15.4%,61.5%,25%,55.3%,13
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,2,legend_meta,Top 10 Teams,12,Wraith,1.06%,10.9,0%,11.1%,0%,53%,9
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,2,legend_meta,Top 10 Teams,13,Conduit,0.94%,11.8,0%,25%,0%,58%,8
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,2,legend_meta,Top 10 Teams,14,Gibraltar,0.59%,13,0%,0%,0%,38.9%,5
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,2,legend_meta,Top 10 Teams,15,Revenant,0.35%,10,0%,33.3%,0%,54.2%,3
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,2,legend_meta,Top 10 Teams,16,Valkyrie,0.24%,8.5,0%,0%,0%,46.2%,2
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,2,legend_meta,Top 10 Teams,17,Newcastle,0.12%,15,0%,0%,0%,14.3%,1
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,1,Bangalore,79.06%,10.5,5.2%,25.4%,14.7%,51.6%,1012
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,2,Crypto,71.48%,10.9,4.2%,22.7%,13.3%,50.7%,915
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,3,Wattson,50.86%,10.5,4.2%,24.8%,12.4%,48.9%,651
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,4,Newcastle,38.91%,9.6,6.5%,30.3%,15.6%,50.3%,498
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,5,Pathfinder,19.45%,10.8,4.5%,22%,13.8%,50.7%,249
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,6,Catalyst,17.97%,9.6,7.5%,30.7%,17.3%,51.6%,230
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,7,Fuse,13.91%,10.7,5.7%,24.4%,16.7%,56.1%,178
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,8,Wraith,2.34%,9.7,3.3%,26.7%,8.3%,48.1%,30
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,9,Valkyrie,2.27%,12.3,0%,14.3%,0%,35.9%,29
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,10,Revenant,1.88%,12.3,4.3%,8.7%,25%,49.4%,24
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,11,Mad Maggie,0.94%,15.4,0%,0%,0%,38.3%,12
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,12,Caustic,0.47%,15.2,0%,0%,0%,30.8%,6
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,13,Horizon,0.16%,14,0%,0%,0%,25%,2
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,14,Bloodhound,0.16%,11,0%,0%,0%,28.6%,2
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,15,Alter,0.08%,9,0%,0%,0%,28.6%,1
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,0,legend_meta,Scores,16,Conduit,0.08%,14,0%,0%,0%,40%,1
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,0,legend_meta,Scores,1,Gibraltar,99.78%,10.5,5%,25.1%,14.3%,51.1%,1377
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,0,legend_meta,Scores,2,Newcastle,95.8%,10.5,5.1%,25.3%,14.6%,51%,1322
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,0,legend_meta,Scores,3,Rampart,69.42%,10.8,4.6%,23.5%,14%,50.8%,958
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,0,legend_meta,Scores,4,Catalyst,16.38%,9.9,6.6%,24.8%,17.6%,52.2%,226
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,0,legend_meta,Scores,5,Valkyrie,10.29%,9.5,4.2%,33.8%,9.7%,51.8%,142
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,0,legend_meta,Scores,6,Loba,4.06%,10.7,1.8%,19.6%,5.9%,54.1%,56
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,0,legend_meta,Scores,7,Mirage,2.68%,8.5,10.8%,37.8%,22.2%,52.1%,37
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,0,legend_meta,Scores,8,Mad Maggie,0.51%,14.9,0%,0%,0%,26.7%,7
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,0,legend_meta,Scores,9,Caustic,0.43%,13.8,0%,16.7%,0%,56.9%,6
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,0,legend_meta,Scores,10,Bangalore,0.29%,14,0%,0%,0%,51.7%,4
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,0,legend_meta,Scores,11,Wattson,0.14%,11.5,0%,0%,0%,40%,2
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,0,legend_meta,Scores,12,Horizon,0.14%,13.5,0%,0%,0%,27.3%,2
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,0,legend_meta,Scores,13,Seer,0.07%,7,0%,0%,0%,62.5%,1
