event_slug,event_name,overview_url,split,league,region,day,group,game_id,source_url,source_scope,table_index,table_type,table_heading,row_number,team,games,best_p,avg_p,kills,place_pts,total_pts,knocks,times_knocked,dmg_dealt,dmg_taken,dmg_diff,dmg_per_kill,ring_dmg,rez,rspn,k_per_d,ka_per_d,deaths,surv_time,avg_fastest_first_kill,top_1s,top_2s,top_3s,top_5s,top_10s,top_15s,top_20s,top_10_pct,t10_to_t5_pct,t5_to_t1_pct,assists
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,11,Evos Esports,20,4th,10.6,34,37,71,50,69,"27,501","29,299","-1,798",808.85,"4,418",8,7,0.53,0.92,64,,12m 36s,0,0,0,2,10,18,20,50%,20%,0%,25
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,12,Aurora,23,1st,9.8,80,75,155,89,78,"36,979","33,639","3,340",462.24,"12,495",23,5,1.29,2.45,62,,9m 50s,3,4,4,6,12,19,23,52.2%,50%,50%,72
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,13,E-XOLOS LAZER,23,3rd,10.7,59,46,105,75,77,"46,071","40,544","5,527",780.86,"2,721",13,2,0.87,1.84,68,,12m 16s,0,0,2,3,12,18,23,52.2%,25%,0%,66
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,14,Team Liquid,23,1st,9.1,107,79,186,127,78,"55,484","40,741","14,743",518.54,"2,943",15,1,1.67,3.58,64,,11m 52s,2,3,4,9,13,19,23,56.5%,69.2%,22.2%,122
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,15,Twisted Minds,23,1st,9.4,92,86,178,107,81,"47,086","43,467","3,619",511.8,"3,410",19,7,1.44,2.97,64,,11m 28s,3,5,6,7,14,18,23,60.9%,50%,42.9%,98
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,16,Crazy Raccoon,20,1st,12.6,50,41,91,61,59,"31,903","23,623","8,280",638.06,"3,578",7,1,0.94,2,53,,9m 23s,1,1,1,1,3,8,10,30%,33.3%,100%,56
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,17,Ninjas in Pyjamas,20,1st,12.7,44,43,87,49,65,"30,343","28,518","1,825",689.61,957,11,2,0.79,1.64,56,,10m 23s,1,2,3,4,7,11,20,35%,57.1%,25%,48
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,18,FENNEL,20,3rd,10.7,45,43,88,64,70,"32,038","33,200","-1,162",711.96,"2,190",10,6,0.71,1.22,63,,9m 45s,0,0,2,3,11,15,20,55%,27.3%,0%,32
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,19,RIDDLE ORDER,10,6th,12.6,11,11,22,20,36,"13,149","16,221","-3,072",1195.36,241,4,2,0.34,0.59,32,,12m 3s,0,0,0,0,3,7,10,30%,0%,0%,8
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,20,NORTHEPTION,20,2nd,10.4,58,62,120,65,71,"34,202","28,206","5,996",589.69,"1,346",10,2,0.94,2,62,,10m 56s,0,3,5,7,11,14,20,55%,63.6%,0%,66
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,21,NRG,20,1st,10.5,55,50,105,71,69,"38,314","38,147",167,696.62,"1,788",13,3,0.92,1.85,60,,11m 27s,1,1,1,5,12,16,20,60%,41.7%,20%,56
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,22,Dragons Esports,23,1st,10.9,67,52,119,82,85,"37,544","42,036","-4,492",560.36,"2,707",18,2,0.97,2.01,69,,11m 43s,1,1,3,4,10,18,23,43.5%,40%,25%,72
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,23,Weibo Gaming,20,1st,14,45,30,75,66,65,"26,797","26,156",641,595.49,"2,429",7,3,0.75,1.57,60,,9m 47s,1,1,2,2,4,11,20,20%,50%,50%,49
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,24,LGD GAMING,23,1st,11.5,58,51,109,68,84,"36,275","34,643","1,632",625.43,"2,858",11,5,0.82,1.8,71,,11m 44s,1,1,2,4,10,18,23,43.5%,40%,25%,70
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,25,Blacklist International,23,3rd,12.1,51,45,96,67,78,"32,468","38,220","-5,752",636.63,"1,751",10,1,0.73,1.51,70,,10m 34s,0,0,2,6,10,13,23,43.5%,60%,0%,55
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,26,Mizuchi,23,1st,9.8,65,76,141,83,79,"49,665","41,081","8,584",764.08,"3,710",14,4,0.97,2.07,67,,12m 44s,2,4,5,8,10,19,23,43.5%,80%,25%,74
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,27,TIE,20,2nd,11.5,33,38,71,46,65,"28,154","29,007",-853,853.15,"1,293",3,4,0.52,0.98,64,,11m 49s,0,1,1,3,9,15,20,45%,33.3%,0%,30
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,28,Virtus.Pro,20,1st,10,55,57,112,62,60,"28,360","28,519",-159,515.64,"2,554",2,0,0.96,1.68,57,,14m 23s,1,3,3,5,9,16,20,45%,55.6%,20%,41
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,29,SpaceStation Gaming,33,1st,11.2,97,73,170,119,110,"61,518","49,199","12,319",634.21,"3,699",17,2,1.02,2.22,95,,12m 22s,2,2,2,6,16,22,33,48.5%,37.5%,33.3%,114
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,30,DMS,23,1st,8.5,61,91,152,81,73,"49,616","46,111","3,505",813.38,"2,626",10,3,0.91,1.6,67,,13m 31s,2,4,8,9,14,19,23,60.9%,64.3%,22.2%,46
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,31,HEROEZ,20,2nd,11.3,31,41,72,37,62,"26,864","32,327","-5,463",866.58,739,4,0,0.52,0.95,60,,10m 38s,0,1,2,4,9,16,20,45%,44.4%,0%,26
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,32,TSM,20,1st,10.5,68,62,130,78,64,"31,400","27,306","4,094",461.76,"3,989",7,2,1.15,2.29,59,,10m 59s,1,4,5,6,8,16,20,40%,75%,16.7%,67
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,33,HAO,20,2nd,9.8,56,49,105,71,70,"31,138","31,195",-57,556.04,807,11,3,0.89,2.03,63,,13m 47s,0,1,2,3,12,16,20,60%,25%,0%,72
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,34,Natus Vincere,20,2nd,12.3,60,40,100,68,72,"28,032","29,313","-1,281",467.2,"5,052",7,5,0.92,1.91,65,,9m 58s,0,2,2,3,8,14,20,40%,37.5%,0%,64
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,35,FNATIC,23,1st,12.7,57,40,97,79,71,"38,999","27,185","11,814",684.19,"6,309",6,0,0.86,1.8,66,,11m 7s,1,1,1,4,7,13,23,30.4%,57.1%,25%,62
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,36,EXO Clan,23,1st,8.5,77,83,160,91,73,"45,748","38,457","7,291",594.13,805,9,2,1.18,2.37,65,,11m 30s,2,4,5,6,16,21,23,69.6%,37.5%,33.3%,77
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,37,Alliance,23,1st,6.9,110,100,210,126,75,"57,689","42,409","15,280",524.45,"5,908",13,2,1.69,3.2,65,,11m 29s,2,4,6,11,18,22,23,78.3%,61.1%,18.2%,98
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,38,Guild Esports,33,1st,7.6,89,134,223,103,100,"60,243","47,475","12,768",676.89,"4,248",11,4,0.96,1.86,93,,10m 47s,2,5,6,12,19,21,23,69.7%,60.9%,21.4%,84
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,39,GHS Professional,23,3rd,11.2,44,46,90,59,75,"30,775","31,490",-715,699.43,835,9,3,0.64,1.39,69,,13m 36s,0,0,0,2,6,8,13,52.2%,33.3%,0%,52
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,40,Elev8 x Bleed,23,1st,10.2,84,68,152,99,79,"38,180","38,190",-10,454.52,"4,501",12,2,1.22,2.62,69,,12m 11s,0,1,2,3,8,10,13,60.9%,42.9%,16.7%,97
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,1,shadow3690,30,1st,11,83,70,153,94,108,"44,810","48,561","-3,751",539.88,"3,875",15,13,0.86,1.91,97,24h 16m 46s,,1,3,3,6,14,22,30,46.7%,42.9%,16.7%,102
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,2,Pioneers,24,2nd,10.1,58,52,110,80,86,"41,662","36,915","4,747",718.31,"3,425",13,4,0.76,1.54,76,21h 50m 49s,,0,1,2,5,11,20,24,45.8%,45.5%,0%,59
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,3,OLIMPO,24,2nd,12.5,46,43,89,59,85,"28,383","35,765","-7,382",617.02,"3,638",7,6,0.59,1.24,78,18h 51m 12s,,0,1,3,4,7,15,24,29.2%,57.1%,0%,51
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,4,FNATIC,40,1st,10.2,138,113,251,168,137,"86,268","67,285","18,983",625.13,"8,659",26,8,1.16,2.56,119,33h 58m 21s,,2,3,6,13,20,31,40,50%,65%,15.4%,167
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,5,NRG,34,1st,8.1,89,129,218,121,110,"66,969","59,909","7,060",752.46,"2,989",14,2,0.91,1.49,98,31h 10m 23s,,2,7,9,12,23,30,34,67.6%,52.2%,16.7%,57
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,6,SWQ,30,1st,13.9,56,36,92,71,93,"40,043","36,453","3,590",715.05,"4,560",5,5,0.63,1.42,89,21h 42m 39s,,1,1,1,1,8,15,30,26.7%,12.5%,100%,70
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,7,MKERS,40,1st,11.6,84,90,174,109,132,"53,595","52,794",801,638.04,"5,223",16,7,0.69,1.53,121,32h 37m 6s,,1,3,6,7,17,28,40,42.5%,41.2%,14.3%,101
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,8,GoNext Esports,30,1st,12,84,64,148,101,96,"42,173","37,415","4,758",502.06,"2,438",11,1,0.99,2.2,85,24h 3m 54s,,1,3,4,5,10,20,30,33.3%,50%,20%,103
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,9,REJECT WINNITYJP,30,1st,11.1,48,70,118,59,99,"35,688","42,879","-7,191",743.5,"1,699",12,5,0.53,1.09,90,24h 36m 16s,,1,2,3,7,13,23,30,43.3%,53.8%,14.3%,50
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,10,ENTER FORCE.36,34,1st,9.9,102,94,196,117,123,"53,318","57,323","-4,005",522.73,"4,083",20,6,0.97,2.16,105,29h 14m 26s,,1,3,6,9,16,29,34,47.1%,56.3%,11.1%,125
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,11,HAO,30,2nd,11.7,78,58,136,103,100,"41,255","37,688","3,567",528.91,"1,560",12,2,0.88,1.89,89,23h 30m 8s,,0,1,2,6,14,19,29,46.7%,42.9%,0%,90
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,12,DreamFire,40,1st,10.8,106,94,200,126,130,"67,105","57,614","9,491",633.07,"5,166",17,3,0.91,1.91,117,33h 6m 52s,,1,1,5,9,21,28,40,52.5%,42.9%,11.1%,117
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,13,FURIA,34,1st,8.8,117,124,241,149,125,"68,499","62,732","5,767",585.46,"3,609",22,11,1.13,2.46,104,31h 50m 54s,,3,6,9,13,21,27,34,61.8%,61.9%,23.1%,139
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,14,LG,30,1st,9.1,100,103,203,120,101,"56,985","57,685",-700,569.85,"3,108",20,5,1.16,2.05,86,25h 17m 20s,,2,4,7,10,19,22,30,63.3%,52.6%,20%,76
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,15,NORTHEPTION,30,1st,11,56,64,120,84,103,"42,498","40,544","1,954",758.89,"2,544",13,7,0.61,1.12,92,24h 49m 11s,,1,1,3,5,13,23,30,43.3%,38.5%,20%,47
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,16,GaiminGladiators,34,1st,7.6,148,164,312,178,127,"73,777","77,955","-4,178",498.49,"1,987",41,4,1.68,3.35,88,32h 39m 56s,,6,8,12,18,24,27,34,70.6%,75%,33.3%,147
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,17,FA KIDS,24,4th,12,65,35,100,84,93,"35,231","40,690","-5,459",542.02,"7,407",19,9,0.8,1.63,81,19h 24m 11s,,0,0,0,1,9,18,24,37.5%,11.1%,0%,67
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,18,SSG,34,1st,9.8,125,120,245,154,104,"70,899","44,121","26,778",567.19,"4,655",16,2,1.4,3.26,89,29h 7m 32s,,5,6,7,12,17,26,34,50%,70.6%,41.7%,165
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,19,Natus Vincere,30,1st,9.8,97,114,211,121,97,"58,946","56,588","2,358",607.69,"2,541",24,3,1.29,2.65,75,25h 7m 33s,,5,6,8,12,17,20,30,56.7%,70.6%,41.7%,102
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,20,Complexity,40,1st,10.1,145,108,253,175,140,"86,120","74,981","11,139",593.93,"3,548",23,7,1.2,2.5,121,34h 32m 24s,,1,4,5,10,22,32,40,55%,45.5%,10%,157
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,21,GUILD,40,1st,8,123,150,273,146,154,"77,478","66,675","10,803",629.9,"5,188",25,27,0.91,1.92,135,35h 40m 8s,,3,6,9,16,27,35,40,67.5%,59.3%,18.8%,136
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,22,Alliance,40,1st,10.9,174,114,288,198,141,"77,135","65,725","11,410",443.3,"5,593",26,10,1.44,3.17,121,31h 19m 2s,,3,6,7,11,17,26,40,42.5%,64.7%,27.3%,209
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,23,Liquid Alienware,40,1st,11.7,95,81,176,114,137,"57,297","63,422","-6,125",603.13,"3,416",27,6,0.81,1.68,117,30h 47m 53s,,2,2,2,8,17,29,40,42.5%,47.1%,25%,101
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,24,Exo Clan,40,1st,10.7,113,93,206,133,137,"63,936","59,801","4,135",565.81,"1,960",19,8,0.93,2.13,122,31h 30m 10s,,1,3,4,7,21,31,40,52.5%,33.3%,14.3%,147
