event_slug,event_name,split,league,region,day,group,stage,game_label,game_number,map_name,game_id,stats_url,replay_url,title,score_rank,team,placement,kills,total_points,placement_points_reported,placement_points_rule,score_check
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day2,BvD,B vs. D,Game #6,6,Storm Point,71ecab877b29514cb78bb0ac13b446a9,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day2/BvD/71ecab877b29514cb78bb0ac13b446a9,https://apexlegendsstatus.com/algs/game/71ecab877b29514cb78bb0ac13b446a9,B vs. D - Game #6 - Storm Point,16,HAO,13,0,1,1,1,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day2,BvD,B vs. D,Game #6,6,Storm Point,71ecab877b29514cb78bb0ac13b446a9,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day2/BvD/71ecab877b29514cb78bb0ac13b446a9,https://apexlegendsstatus.com/algs/game/71ecab877b29514cb78bb0ac13b446a9,B vs. D - Game #6 - Storm Point,17,RED Rams,17,0,0,0,0,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day2,BvD,B vs. D,Game #6,6,Storm Point,71ecab877b29514cb78bb0ac13b446a9,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day2/BvD/71ecab877b29514cb78bb0ac13b446a9,https://apexlegendsstatus.com/algs/game/71ecab877b29514cb78bb0ac13b446a9,B vs. D - Game #6 - Storm Point,18,Liquid Alienware,18,0,0,0,0,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day2,BvD,B vs. D,Game #6,6,Storm Point,71ecab877b29514cb78bb0ac13b446a9,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day2/BvD/71ecab877b29514cb78bb0ac13b446a9,https://apexlegendsstatus.com/algs/game/71ecab877b29514cb78bb0ac13b446a9,B vs. D - Game #6 - Storm Point,19,GEARED GAMING,19,0,0,0,0,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day2,BvD,B vs. D,Game #6,6,Storm Point,71ecab877b29514cb78bb0ac13b446a9,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day2/BvD/71ecab877b29514cb78bb0ac13b446a9,https://apexlegendsstatus.com/algs/game/71ecab877b29514cb78bb0ac13b446a9,B vs. D - Game #6 - Storm Point,20,BR DEM0NZ,20,0,0,0,0,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #1,1,Storm Point,c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/game/c7407d2bafe18e142c8b13627e46e0be,Losers Round 1 - Game #1 - Storm Point,1,GEARED GAMING,2,14,23,9,9,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #1,1,Storm Point,c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/game/c7407d2bafe18e142c8b13627e46e0be,Losers Round 1 - Game #1 - Storm Point,2,KINOTROPE gaming,1,9,21,12,12,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #1,1,Storm Point,c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/game/c7407d2bafe18e142c8b13627e46e0be,Losers Round 1 - Game #1 - Storm Point,3,Disguised,3,12,19,7,7,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #1,1,Storm Point,c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/game/c7407d2bafe18e142c8b13627e46e0be,Losers Round 1 - Game #1 - Storm Point,4,LG,7,6,9,3,3,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #1,1,Storm Point,c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/game/c7407d2bafe18e142c8b13627e46e0be,Losers Round 1 - Game #1 - Storm Point,5,NORTHEPTION,4,3,8,5,5,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #1,1,Storm Point,c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/game/c7407d2bafe18e142c8b13627e46e0be,Losers Round 1 - Game #1 - Storm Point,6,Cloud9,6,4,7,3,3,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #1,1,Storm Point,c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/game/c7407d2bafe18e142c8b13627e46e0be,Losers Round 1 - Game #1 - Storm Point,7,Tom Yum Kung,9,4,6,2,2,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #1,1,Storm Point,c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/game/c7407d2bafe18e142c8b13627e46e0be,Losers Round 1 - Game #1 - Storm Point,8,WMNDY,5,1,5,4,4,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #1,1,Storm Point,c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/game/c7407d2bafe18e142c8b13627e46e0be,Losers Round 1 - Game #1 - Storm Point,9,wonton dumpling,8,2,4,2,2,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #1,1,Storm Point,c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/game/c7407d2bafe18e142c8b13627e46e0be,Losers Round 1 - Game #1 - Storm Point,10,Natus Vincere,11,3,4,1,1,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #1,1,Storm Point,c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/game/c7407d2bafe18e142c8b13627e46e0be,Losers Round 1 - Game #1 - Storm Point,11,OMiT,15,3,4,1,1,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #1,1,Storm Point,c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/game/c7407d2bafe18e142c8b13627e46e0be,Losers Round 1 - Game #1 - Storm Point,12,PassionUA,10,0,2,2,2,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #1,1,Storm Point,c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/game/c7407d2bafe18e142c8b13627e46e0be,Losers Round 1 - Game #1 - Storm Point,13,HAO,12,0,1,1,1,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #1,1,Storm Point,c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/game/c7407d2bafe18e142c8b13627e46e0be,Losers Round 1 - Game #1 - Storm Point,14,HEROEZ,13,0,1,1,1,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #1,1,Storm Point,c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/game/c7407d2bafe18e142c8b13627e46e0be,Losers Round 1 - Game #1 - Storm Point,15,Oxygen Esports,14,0,1,1,1,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #1,1,Storm Point,c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/game/c7407d2bafe18e142c8b13627e46e0be,Losers Round 1 - Game #1 - Storm Point,16,BR DEM0NZ,16,0,0,0,0,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #1,1,Storm Point,c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/game/c7407d2bafe18e142c8b13627e46e0be,Losers Round 1 - Game #1 - Storm Point,17,Boogie Boarders,17,0,0,0,0,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #1,1,Storm Point,c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/game/c7407d2bafe18e142c8b13627e46e0be,Losers Round 1 - Game #1 - Storm Point,18,RIDDLE ORDER,18,0,0,0,0,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #1,1,Storm Point,c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/game/c7407d2bafe18e142c8b13627e46e0be,Losers Round 1 - Game #1 - Storm Point,19,MDY-White,19,0,0,0,0,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #1,1,Storm Point,c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/c7407d2bafe18e142c8b13627e46e0be,https://apexlegendsstatus.com/algs/game/c7407d2bafe18e142c8b13627e46e0be,Losers Round 1 - Game #1 - Storm Point,20,Never To Change,20,0,0,0,0,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #2,2,Storm Point,15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/game/15b89b400bd62d758a262916a77aca5d,Losers Round 1 - Game #2 - Storm Point,1,KINOTROPE gaming,1,11,23,12,12,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #2,2,Storm Point,15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/game/15b89b400bd62d758a262916a77aca5d,Losers Round 1 - Game #2 - Storm Point,2,wonton dumpling,5,9,13,4,4,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #2,2,Storm Point,15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/game/15b89b400bd62d758a262916a77aca5d,Losers Round 1 - Game #2 - Storm Point,3,Oxygen Esports,2,3,12,9,9,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #2,2,Storm Point,15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/game/15b89b400bd62d758a262916a77aca5d,Losers Round 1 - Game #2 - Storm Point,4,HEROEZ,4,7,12,5,5,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #2,2,Storm Point,15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/game/15b89b400bd62d758a262916a77aca5d,Losers Round 1 - Game #2 - Storm Point,5,OMiT,7,6,9,3,3,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #2,2,Storm Point,15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/game/15b89b400bd62d758a262916a77aca5d,Losers Round 1 - Game #2 - Storm Point,6,WMNDY,3,1,8,7,7,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #2,2,Storm Point,15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/game/15b89b400bd62d758a262916a77aca5d,Losers Round 1 - Game #2 - Storm Point,7,GEARED GAMING,9,5,7,2,2,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #2,2,Storm Point,15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/game/15b89b400bd62d758a262916a77aca5d,Losers Round 1 - Game #2 - Storm Point,8,Natus Vincere,11,6,7,1,1,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #2,2,Storm Point,15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/game/15b89b400bd62d758a262916a77aca5d,Losers Round 1 - Game #2 - Storm Point,9,Disguised,6,3,6,3,3,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #2,2,Storm Point,15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/game/15b89b400bd62d758a262916a77aca5d,Losers Round 1 - Game #2 - Storm Point,10,Cloud9,8,3,5,2,2,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #2,2,Storm Point,15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/game/15b89b400bd62d758a262916a77aca5d,Losers Round 1 - Game #2 - Storm Point,11,NORTHEPTION,13,3,4,1,1,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #2,2,Storm Point,15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/game/15b89b400bd62d758a262916a77aca5d,Losers Round 1 - Game #2 - Storm Point,12,MDY-White,10,0,2,2,2,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #2,2,Storm Point,15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/game/15b89b400bd62d758a262916a77aca5d,Losers Round 1 - Game #2 - Storm Point,13,Boogie Boarders,14,1,2,1,1,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #2,2,Storm Point,15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/game/15b89b400bd62d758a262916a77aca5d,Losers Round 1 - Game #2 - Storm Point,14,PassionUA,12,0,1,1,1,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #2,2,Storm Point,15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/game/15b89b400bd62d758a262916a77aca5d,Losers Round 1 - Game #2 - Storm Point,15,Tom Yum Kung,15,0,1,1,1,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #2,2,Storm Point,15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/game/15b89b400bd62d758a262916a77aca5d,Losers Round 1 - Game #2 - Storm Point,16,RIDDLE ORDER,16,0,0,0,0,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #2,2,Storm Point,15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/game/15b89b400bd62d758a262916a77aca5d,Losers Round 1 - Game #2 - Storm Point,17,BR DEM0NZ,17,0,0,0,0,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #2,2,Storm Point,15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/game/15b89b400bd62d758a262916a77aca5d,Losers Round 1 - Game #2 - Storm Point,18,LG,18,0,0,0,0,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #2,2,Storm Point,15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/game/15b89b400bd62d758a262916a77aca5d,Losers Round 1 - Game #2 - Storm Point,19,HAO,19,0,0,0,0,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #2,2,Storm Point,15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/15b89b400bd62d758a262916a77aca5d,https://apexlegendsstatus.com/algs/game/15b89b400bd62d758a262916a77aca5d,Losers Round 1 - Game #2 - Storm Point,20,Never To Change,20,0,0,0,0,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #3,3,Storm Point,587ddd6d293203ae16ce44958d7418e7,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/587ddd6d293203ae16ce44958d7418e7,https://apexlegendsstatus.com/algs/game/587ddd6d293203ae16ce44958d7418e7,Losers Round 1 - Game #3 - Storm Point,1,RIDDLE ORDER,2,9,18,9,9,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #3,3,Storm Point,587ddd6d293203ae16ce44958d7418e7,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/587ddd6d293203ae16ce44958d7418e7,https://apexlegendsstatus.com/algs/game/587ddd6d293203ae16ce44958d7418e7,Losers Round 1 - Game #3 - Storm Point,2,HEROEZ,1,5,17,12,12,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #3,3,Storm Point,587ddd6d293203ae16ce44958d7418e7,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/587ddd6d293203ae16ce44958d7418e7,https://apexlegendsstatus.com/algs/game/587ddd6d293203ae16ce44958d7418e7,Losers Round 1 - Game #3 - Storm Point,3,LG,6,14,17,3,3,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #3,3,Storm Point,587ddd6d293203ae16ce44958d7418e7,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/587ddd6d293203ae16ce44958d7418e7,https://apexlegendsstatus.com/algs/game/587ddd6d293203ae16ce44958d7418e7,Losers Round 1 - Game #3 - Storm Point,4,Cloud9,3,7,14,7,7,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #3,3,Storm Point,587ddd6d293203ae16ce44958d7418e7,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/587ddd6d293203ae16ce44958d7418e7,https://apexlegendsstatus.com/algs/game/587ddd6d293203ae16ce44958d7418e7,Losers Round 1 - Game #3 - Storm Point,5,Natus Vincere,4,4,9,5,5,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #3,3,Storm Point,587ddd6d293203ae16ce44958d7418e7,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/587ddd6d293203ae16ce44958d7418e7,https://apexlegendsstatus.com/algs/game/587ddd6d293203ae16ce44958d7418e7,Losers Round 1 - Game #3 - Storm Point,6,Oxygen Esports,9,4,6,2,2,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #3,3,Storm Point,587ddd6d293203ae16ce44958d7418e7,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/587ddd6d293203ae16ce44958d7418e7,https://apexlegendsstatus.com/algs/game/587ddd6d293203ae16ce44958d7418e7,Losers Round 1 - Game #3 - Storm Point,7,wonton dumpling,16,6,6,0,0,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #3,3,Storm Point,587ddd6d293203ae16ce44958d7418e7,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/587ddd6d293203ae16ce44958d7418e7,https://apexlegendsstatus.com/algs/game/587ddd6d293203ae16ce44958d7418e7,Losers Round 1 - Game #3 - Storm Point,8,Boogie Boarders,7,2,5,3,3,ok
playoffs_split1,ALGS Year 4 Split 1 Playoffs,Y4-Split1,ALGS-Playoffs,Global,Day3,LosersRound1,Losers Round 1,Game #3,3,Storm Point,587ddd6d293203ae16ce44958d7418e7,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Day3/LosersRound1/587ddd6d293203ae16ce44958d7418e7,https://apexlegendsstatus.com/algs/game/587ddd6d293203ae16ce44958d7418e7,Losers Round 1 - Game #3 - Storm Point,9,Disguised,5,0,4,4,4,ok
