event_slug,event_name,overview_url,split,league,region,day,group,game_id,source_url,source_scope,weapon_key,weapon,kills,damage,knockdowns,times_knocked,fwr_pct,shots,hits,accuracy,playtime,playtime_seconds,max_kill_range,max_damage_range,icon,stage,game_label,game_number,map_name,stats_url,replay_url,title,category,total_kills,total_damage,kill_share_pct,damage_share_pct
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,Peacekeeper,Peacekeeper,18,5895,33.0,24.0,57.89,196.0,636.0,-,0h 46m 25s,2785,27.94,79.13,Peacekeeper_Icon.svg,,,,,,,,Shotgun,2235,1337366,0.8053691275167785,0.4407918251249097
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,Prowler,Prowler Burst PDW,84,28910,162.0,91.0,64.03,10092.0,2112.0,20.93%,5h 8m 35s,18515,41.33,233.0,Prowler_Burst_PDW_Icon.svg,,,,,,,,SMG,2235,1337366,3.7583892617449663,2.1617119023513385
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,Volt,Volt SMG,201,70935,370.0,251.0,59.58,25912.0,5114.0,19.74%,13h 56m 39s,50199,68.53,128.1,Volt_SMG_Icon.svg,,,,,,,,SMG,2235,1337366,8.993288590604028,5.304082801566661
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,L-STAR,L-STAR EMG,75,25902,142.0,82.0,63.39,9447.0,1687.0,17.86%,4h 47m 0s,17220,44.4,190.62,L-STAR_EMG_Icon.svg,,,,,,,,LMG,2235,1337366,3.3557046979865772,1.9367921720755574
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,HAVOC,HAVOC Rifle,758,303059,1455.0,882.0,62.26,80355.0,18159.0,22.6%,47h 46m 35s,171995,103.43,240.05,HAVOC_Rifle_Icon.svg,,,,,,,,AR,2235,1337366,33.914988814317674,22.66088714682443
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,Flatline,VK-47 Flatline,98,58986,187.0,112.0,62.54,25155.0,3599.0,14.31%,16h 34m 9s,59649,130.7,292.99,VK-47_Flatline_Icon.svg,,,,,,,,AR,2235,1337366,4.384787472035794,4.410610109723143
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,G7Scout,G7 Scout,59,74129,108.0,28.0,79.41,18275.0,2413.0,13.2%,19h 32m 23s,70343,157.22,356.77,G7_Scout_Icon.svg,,,,,,,,Precision,2235,1337366,2.639821029082774,5.5429104672916765
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,Nemesis,Nemesis Burst AR,118,95466,219.0,82.0,72.76,42734.0,6502.0,15.22%,26h 1m 55s,93715,187.8,339.74,Nemesis_Burst_AR_Icon.svg,,,,,,,,AR,2235,1337366,5.279642058165548,7.138360030088996
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,Hemlok,Hemlok,471,358628,834.0,274.0,75.27,128470.0,19266.0,15%,81h 38m 14s,293894,236.01,362.68,Hemlok_Burst_AR_Icon.svg,,,,,,,,AR,2235,1337366,21.073825503355703,26.81599502305278
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,30-30,30-30 Repeater,41,71176,80.0,15.0,84.21,10980.0,1621.0,14.76%,18h 42m 1s,67321,236.21,373.38,30-30_Repeater_Icon.svg,,,,,,,,Precision,2235,1337366,1.8344519015659955,5.322103298573465
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,ArcStar,Arc Star,25,22009,57.0,,,,708.0,-,0h 0m 0s,0,91.55,140.2,Arc_Star.svg,,,,,,,,Ordnance,2235,1337366,1.1185682326621924,1.6456975876461641
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,FragGrenade,Frag Grenade,41,27020,85.0,,,,572.0,-,0h 0m 0s,0,82.98,123.32,Frag_Grenade.svg,,,,,,,,Ordnance,2235,1337366,1.8344519015659955,2.020389332463963
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,Rampage,Rampage LMG,6,6155,9.0,6.0,60.0,3639.0,253.0,6.95%,2h 44m 43s,9883,86.64,271.85,Rampage_LMG_Icon.svg,,,,,,,,LMG,2235,1337366,0.2684563758389262,0.4602330252152365
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,C.A.R.,C.A.R.,0,0,,28.0,,4860.0,,0%,2h 21m 39s,8499,0.0,0.0,C.A.R._SMG_Icon.svg,,,,,,,,SMG,2235,1337366,0.0,0.0
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,R-99,R-99 SMG,4,3401,9.0,15.0,37.5,1969.0,329.0,16.71%,0h 58m 10s,3490,13.83,127.94,R-99_SMG_Icon.svg,,,,,,,,SMG,2235,1337366,0.1789709172259508,0.2543058519507749
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,R-301,R-301 Carbine,14,7413,24.0,16.0,60.0,4401.0,654.0,14.86%,2h 56m 40s,10600,67.93,271.8,R-301_Carbine_Icon.svg,,,,,,,,AR,2235,1337366,0.6263982102908278,0.5542985241138177
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,Alternator,Alternator SMG,13,7805,29.0,35.0,45.31,3234.0,530.0,16.39%,2h 22m 47s,8567,14.68,70.51,Alternator_SMG_Icon.svg,,,,,,,,SMG,2235,1337366,0.5816554809843401,0.5836098719423105
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,RE-45,RE-45,0,131,,,,484.0,12.0,2.48%,0h 21m 59s,1319,0.0,63.71,RE-45_Auto_Icon.svg,,,,,,,,Pistol/SMG,3518,1940123,0.0,0.006752149219405161
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,Sentinel,Sentinel,21,33829,40.0,9.0,81.63,1933.0,484.0,25.04%,10h 9m 15s,36555,204.28,369.91,Sentinel_Icon.svg,,,,,,,,Precision,3518,1940123,0.5969300739056282,1.7436523354447115
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,Longbow,Longbow DMR,6,10123,11.0,,,1197.0,197.0,16.46%,3h 2m 9s,10929,124.91,293.02,Longbow_DMR_Icon.svg,,,,,,,,Precision,3518,1940123,0.17055144968732233,0.5217710423514386
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,Bocek,Bocek Compound Bow,22,18993,53.0,5.0,91.38,,336.0,-,1h 48m 26s,6506,188.45,251.24,Bocek_Compound_Bow_Icon.svg,,,,,,,,Precision,3518,1940123,0.625355315520182,0.9789585505661239
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,FragGrenade,Frag Grenade,62,40082,121.0,,,,819.0,-,0h 0m 0s,0,94.4,115.38,Frag_Grenade.svg,,,,,,,,Ordnance,3518,1940123,1.762364980102331,2.0659514886427304
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,ThermiteGrenade,Thermite Grenade,7,9265,15.0,,,,2707.0,-,0h 0m 0s,0,26.58,106.84,Thermite_Grenade.svg,,,,,,,,Ordnance,3518,1940123,0.19897669130187606,0.47754704212052534
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,R-99,R-99 SMG,24,7149,40.0,,,,652.0,-,0h 0m 0s,0,14.87,105.22,R-99_SMG_Icon.svg,,,,,,,,SMG,3518,1940123,0.6822057987492893,0.3684817921337977
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,30-30,30-30 Repeater,51,75515,98.0,28.0,77.78,11837.0,1861.0,15.72%,21h 44m 40s,78280,282.3,421.0,30-30_Repeater_Icon.svg,,,,,,,,Precision,3518,1940123,1.44968732234224,3.8922789946822958
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,Wingman,Wingman,5,3206,10.0,5.0,66.67,606.0,73.0,12.05%,1h 33m 14s,5594,74.64,172.08,Wingman_Icon.svg,,,,,,,,Precision,3518,1940123,0.14212620807276863,0.16524725494208356
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,Melee,Melee,1,139,1.0,,,,5.0,-,0h 0m 0s,0,1.9,2.06,Melee.svg,,,,,,,,Other,3518,1940123,0.028425241614553724,0.007164494209903186
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,Spitfire,M600 Spitfire,12,7287,23.0,9.0,71.88,4580.0,457.0,9.98%,3h 16m 31s,11791,73.69,270.89,M600_Spitfire_Icon.svg,,,,,,,,LMG,3518,1940123,0.34110289937464466,0.3755947432198886
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,Kraber,Kraber .50-Cal Sniper,34,17210,75.0,7.0,91.46,3.0,145.0,-,1h 50m 30s,6630,139.76,168.27,Kraber_.50-Cal_Sniper_Icon.svg,,,,,,,,Precision,3518,1940123,0.9664582148948266,0.8870571608088765
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,Devotion,Devotion LMG,47,13650,84.0,,,,926.0,-,0h 0m 0s,0,71.72,140.71,Devotion_LMG_Icon.svg,,,,,,,,LMG,3518,1940123,1.335986355884025,0.7035636400372554
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,Rampage,Rampage LMG,18,15275,33.0,11.0,75.0,6055.0,687.0,11.35%,5h 49m 24s,20964,182.57,384.06,Rampage_LMG_Icon.svg,,,,,,,,LMG,3518,1940123,0.511654349061967,0.7873212162321668
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,Alternator,Alternator SMG,2,1069,5.0,6.0,45.45,1389.0,72.0,5.18%,1h 6m 51s,4011,28.29,31.97,Alternator_SMG_Icon.svg,,,,,,,,SMG,3518,1940123,0.05685048322910745,0.05509959935529861
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,ChargeRifle,Charge Rifle,23,29287,44.0,4.0,91.67,1744.0,356.0,20.41%,6h 40m 17s,24017,296.79,595.75,Charge_Rifle_Icon.svg,,,,,,,,Precision,3518,1940123,0.6537805571347356,1.5095434670894576
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,C.A.R.,C.A.R.,0,0,,11.0,,2778.0,,0%,1h 8m 36s,4116,0.0,0.0,C.A.R._SMG_Icon.svg,,,,,,,,SMG,3518,1940123,0.0,0.0
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,R-301,R-301 Carbine,45,27733,79.0,21.0,79.0,15847.0,2437.0,15.38%,8h 26m 13s,30373,111.23,322.69,R-301_Carbine_Icon.svg,,,,,,,,AR,3518,1940123,1.2791358726549176,1.4294454526852163
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,Peacekeeper,Peacekeeper,28,12322,59.0,68.0,46.46,398.0,1155.0,-,3h 40m 53s,13253,23.26,77.34,Peacekeeper_Icon.svg,,,,,,,,Shotgun,3518,1940123,0.7959067652075043,0.6351143716145832
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,Prowler,Prowler Burst PDW,30,10024,55.0,27.0,67.07,5618.0,724.0,12.89%,3h 25m 5s,12305,23.12,144.49,Prowler_Burst_PDW_Icon.svg,,,,,,,,SMG,3518,1940123,0.8527572484366117,0.5166682730940255
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,Mastiff,Mastiff Shotgun,216,74852,409.0,328.0,55.5,2824.0,5204.0,-,13h 29m 16s,48556,38.01,64.21,Mastiff_Shotgun_Icon.svg,,,,,,,,Shotgun,3518,1940123,6.139852188743604,3.858105903594772
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,Mozambique (Akimbo),Mozambique (Akimbo),1167,374370,1208.0,787.0,60.55,,25061.0,-,55h 59m 7s,201547,100.38,126.67,Mozambique_Shotgun_Akimbo_Icon.svg,,,,,,,,Shotgun/Akimbo,3518,1940123,33.17225696418419,19.29619926159321
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,Volt,Volt SMG,59,22647,127.0,81.0,61.06,9254.0,1683.0,18.19%,7h 7m 16s,25636,78.27,232.9,Volt_SMG_Icon.svg,,,,,,,,SMG,3518,1940123,1.6770892552586698,1.1672971249760968
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,Nemesis,Nemesis Burst AR,335,300130,635.0,163.0,79.57,121275.0,21191.0,17.47%,77h 7m 20s,277640,240.14,456.86,Nemesis_Burst_AR_Icon.svg,,,,,,,,AR,3518,1940123,9.522455940875497,15.469637749771534
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,L-STAR,L-STAR EMG,18,12624,35.0,30.0,53.85,6667.0,827.0,12.4%,4h 21m 13s,15673,120.9,193.88,L-STAR_EMG_Icon.svg,,,,,,,,LMG,3518,1940123,0.511654349061967,0.6506803950058836
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,Hemlok,Hemlok,335,295404,627.0,175.0,78.18,116908.0,17772.0,15.2%,80h 1m 8s,288068,241.16,379.82,Hemlok_Burst_AR_Icon.svg,,,,,,,,AR,3518,1940123,9.522455940875497,15.226044946634827
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,HAVOC,HAVOC Rifle,287,124079,546.0,302.0,64.39,42445.0,7694.0,18.13%,31h 5m 20s,111920,129.66,257.13,HAVOC_Rifle_Icon.svg,,,,,,,,AR,3518,1940123,8.158044343376918,6.3954192595005575
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,ArcStar,Arc Star,46,32592,99.0,,,,1004.0,-,0h 0m 0s,0,80.96,143.54,Arc_Star.svg,,,,,,,,Ordnance,3518,1940123,1.3075611142694712,1.6798934912889543
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,Flatline,VK-47 Flatline,124,72555,225.0,100.0,69.23,33666.0,4555.0,13.53%,24h 20m 15s,87615,125.74,355.21,VK-47_Flatline_Icon.svg,,,,,,,,AR,3518,1940123,3.524729960204662,3.7397113481980266
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,TripleTake,Triple Take,66,94995,141.0,18.0,88.68,9430.0,4740.0,50.27%,23h 57m 44s,86264,229.78,538.74,Triple_Take_Icon.svg,,,,,,,,Precision,3518,1940123,1.8760659465605458,4.896339046544987
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,G7Scout,G7 Scout,130,137418,256.0,38.0,87.07,36583.0,4554.0,12.45%,34h 47m 26s,125246,245.01,372.04,G7_Scout_Icon.svg,,,,,,,,Precision,3518,1940123,3.695281409891984,7.082952988032202
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,Mozambique,Mozambique Shotgun,205,37162,1408.0,1062.0,57.0,33141.0,2406.0,7.26%,6h 16m 51s,22611,56.68,83.74,Mozambique_Shotgun_Icon.svg,,,,,,,,Shotgun,3518,1940123,5.8271745309835135,1.9154455671109512
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,P2020,P2020,13,6787,29.0,35.0,45.31,1608.0,332.0,20.65%,1h 45m 49s,6349,18.24,53.27,P2020_Icon.svg,,,,,,,,Pistol/Akimbo,3518,1940123,0.3695281409891984,0.34982318131376205
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,EVA-8,EVA-8 Auto,79,22219,136.0,108.0,55.74,1649.0,3232.0,-,3h 52m 32s,13952,27.79,65.85,EVA-8_Auto_Icon.svg,,,,,,,,Shotgun,3518,1940123,2.245594087549744,1.1452366679844526
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,Spitfire,M600 Spitfire,18,21813,42.0,24.0,63.64,14179.0,1450.0,10.23%,8h 43m 2s,31382,52.93,371.24,M600_Spitfire_Icon.svg,,,,,,,,LMG,3508,2545007,0.5131128848346637,0.8570899804990714
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,Prowler,Prowler Burst PDW,3,1132,5.0,5.0,50.0,905.0,87.0,9.61%,0h 31m 4s,1864,53.39,123.33,Prowler_Burst_PDW_Icon.svg,,,,,,,,SMG,3508,2545007,0.08551881413911061,0.04447924897652541
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,Devotion,Devotion LMG,1,250,2.0,,,650.0,28.0,4.31%,0h 49m 47s,2987,5.62,248.35,Devotion_LMG_Icon.svg,,,,,,,,LMG,3508,2545007,0.028506271379703536,0.00982315569269554
