event_slug,games,team_games,kills,placement_pts,total_pts,avg_kills_team_game,avg_total_team_game,kill_point_share,kills_per_game,placement_pts_per_game
playoffs_split1,62,1240,3497,3348,6845,2.820161290322581,5.520161290322581,0.5108838568298028,56.403225806451616,54.0
midseason_ewc_split1,43,860,2434,2322,4756,2.8302325581395347,5.530232558139535,0.5117746005046258,56.604651162790695,54.0
playoffs_split2,64,1280,3688,3456,7144,2.88125,5.58125,0.5162374020156775,57.625,54.0
championship_split2,69,1380,3960,3726,7686,2.869565217391304,5.569565217391304,0.5152224824355972,57.391304347826086,54.0
