event_slug,team_games,low_kill_top5_zone_pct,high_kill_low_place_edge_pct,high_kill_top5_hybrid_pct,low_kill_low_place_bad_pct,avg_kills_top5,avg_kills_outside_top10
playoffs_split1,1240,2.338709677419355,2.661290322580645,15.0,34.435483870967744,6.003225806451613,1.1951612903225806
midseason_ewc_split1,860,2.558139534883721,3.1395348837209305,13.604651162790699,33.372093023255815,5.632558139534884,1.2953488372093023
playoffs_split2,1280,1.953125,2.421875,16.171875,33.125,6.21875,1.203125
championship_split2,1380,2.318840579710145,3.6231884057971016,15.289855072463768,33.26086956521739,5.895652173913043,1.2956521739130435
