event_slug,event_name,overview_url,split,league,region,day,group,game_id,source_url,source_scope,table_index,table_type,table_heading,row_number,pick_rate_pct,avg_placement,win_rate_pct,top_5_rate_pct,top_7_conversion_rate_pct,fwr_pct,total_occurrences,composition
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,1,composition_meta,Scores,6,2.66,14.4,3.0,9.1,33.3%,50.2,33,"Bangalore, Conduit, Horizon"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,1,composition_meta,Scores,7,2.66,9.5,9.1,33.3,21.4%,53.5,33,"Bloodhound, Caustic, Wraith"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,1,composition_meta,Scores,8,2.26,8.7,0.0,42.9,0%,40.8,28,"Bangalore, Rampart, Valkyrie"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,1,composition_meta,Scores,9,1.69,11.9,0.0,19.0,0%,52.4,21,"Bangalore, Bloodhound, Conduit"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,1,composition_meta,Scores,10,1.53,11.3,0.0,15.8,0%,30.3,19,"Crypto, Valkyrie, Wattson"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,1,composition_meta,Scores,11,1.05,10.8,0.0,30.8,0%,43.6,13,"Bangalore, Bloodhound, Pathfinder"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,1,composition_meta,Scores,4,5.24,10.4,1.5,23.1,5.9%,52.5,65,"Bangalore, Bloodhound, Lifeline"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,1,composition_meta,Scores,13,0.97,11.9,8.3,8.3,50%,38.7,12,"Bangalore, Crypto, Lifeline"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,1,composition_meta,Scores,14,0.65,10.3,0.0,37.5,0%,48.2,8,"Bangalore, Newcastle, Wattson"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,1,composition_meta,Scores,15,0.56,15.4,0.0,0.0,0%,43.9,7,"Bangalore, Bloodhound, Catalyst"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,1,composition_meta,Scores,16,0.48,10.0,0.0,33.3,0%,37.9,6,"Bangalore, Valkyrie, Wattson"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,1,composition_meta,Scores,17,0.48,10.8,0.0,33.3,0%,50.0,6,"Caustic, Gibraltar, Valkyrie"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,1,composition_meta,Scores,18,0.48,11.7,0.0,16.7,0%,58.3,6,"Bangalore, Bloodhound, Valkyrie"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,1,composition_meta,Scores,19,0.4,14.6,0.0,0.0,0%,34.8,5,"Bloodhound, Caustic, Valkyrie"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,1,composition_meta,Scores,20,0.4,11.2,0.0,20.0,0%,36.0,5,"Caustic, Loba, Wraith"
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,1,composition_meta,Scores,12,1.05,8.8,0.0,23.1,0%,49.5,13,"Bangalore, Crypto, Wattson"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,21,0.24,6.5,0.0,50.0,0%,57.9,2,"Crypto, Pathfinder, Revenant"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,22,0.12,6.0,0.0,0.0,0%,50.0,1,"Seer, Valkyrie, Wattson"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,23,0.12,17.0,0.0,0.0,0%,20.0,1,"Bangalore, Crypto, Horizon"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,24,0.12,16.0,0.0,0.0,0%,42.9,1,"Bangalore, Horizon, Seer"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,25,0.12,17.0,0.0,0.0,0%,0.0,1,"Bangalore, Fuse, Lifeline"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,26,0.12,17.0,0.0,0.0,0%,40.0,1,"Bangalore, Bloodhound, Revenant"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,27,0.12,20.0,0.0,0.0,0%,40.0,1,"Bangalore, Conduit, Fuse"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,31,0.12,14.0,0.0,0.0,0%,42.9,1,"Bangalore, Bloodhound, Conduit"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,29,0.12,11.0,0.0,0.0,0%,42.9,1,"Crypto, Valkyrie, Wattson"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,30,0.12,8.0,0.0,0.0,0%,42.9,1,"Bloodhound, Horizon, Pathfinder"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,32,0.12,15.0,0.0,0.0,0%,14.3,1,"Bangalore, Newcastle, Pathfinder"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,33,0.12,11.0,0.0,0.0,0%,57.1,1,"Bangalore, Conduit, Pathfinder"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,34,0.12,8.0,0.0,0.0,0%,37.5,1,"Bangalore, Horizon, Pathfinder"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,19,0.24,15.5,0.0,0.0,0%,25.0,2,"Bangalore, Crypto, Pathfinder"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,28,0.12,16.0,0.0,0.0,0%,28.6,1,"Fuse, Gibraltar, Pathfinder"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,18,0.47,12.3,0.0,0.0,0%,41.4,4,"Bangalore, Gibraltar, Pathfinder"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,20,0.24,16.5,0.0,0.0,0%,42.9,2,"Bloodhound, Fuse, Horizon"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,16,0.94,12.5,0.0,12.5,0%,58.8,8,"Bangalore, Bloodhound, Horizon"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,2,15.83,9.9,7.5,32.8,16.9%,55.5,134,"Bangalore, Fuse, Seer"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,3,13.7,9.5,7.8,32.8,18.4%,52.4,116,"Bangalore, Seer, Wattson"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,4,13.46,10.9,4.4,24.6,13.5%,50.9,114,"Bangalore, Fuse, Pathfinder"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,5,9.92,10.7,2.4,17.9,7.4%,46.4,84,"Bangalore, Crypto, Wattson"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,6,4.49,10.2,7.9,21.1,25%,51.9,38,"Bangalore, Lifeline, Pathfinder"
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,3,composition_meta,Top 10 Teams,7,4.13,8.6,5.7,28.6,13.3%,55.2,35,"Bangalore, Fuse, Wattson"
