event_slug,games,score_kills_per_game,deaths_per_game,respawns_per_game,revives_per_game,knocks_per_game,ring_damage_per_game,score_kills_above_baseline,deaths_above_60
playoffs_split1,62,56.403225806451616,59.83870967741935,2.725806451612903,8.774193548387096,68.93548387096774,2829.8870967741937,-0.5967741935483871,-0.16129032258064516
midseason_ewc_split1,43,56.604651162790695,58.23255813953488,2.395348837209302,9.767441860465116,69.5813953488372,2855.9767441860463,-0.3953488372093023,-1.7674418604651163
playoffs_split2,64,57.625,60.109375,3.921875,10.328125,70.625,2172.078125,0.625,0.109375
championship_split2,69,57.391304347826086,60.85507246376812,3.8260869565217392,19.434782608695652,80.56521739130434,3458.710144927536,0.391304347826087,0.855072463768116
