event_slug,event_name,overview_url,split,league,region,day,group,game_id,source_url,source_scope,table_index,table_type,table_heading,row_number,team,games,best_p,avg_p,kills,place_pts,total_pts,knocks,times_knocked,dmg_dealt,dmg_taken,dmg_diff,dmg_per_kill,ring_dmg,rez,rspn,k_per_d,ka_per_d,deaths,surv_time,avg_fastest_first_kill,top_1s,top_2s,top_3s,top_5s,top_10s,top_15s,top_20s,top_10_pct,t10_to_t5_pct,t5_to_t1_pct,assists,kill_share,placement_share,kills_per_game,place_pts_per_game,total_pts_per_game,top5_rate,top10_rate,style
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,82,team_stats,Scores,24,Natus Vincere,30,1st,10.4,77,83,160,89,97,38900,"44,265","-5,365",505.19,"7,428",8,6,0.86,1.73,90,23h 40m 43s,13m 36s,2,3,5,8,15,23,30,50%,53.3%,25%,79,0.48125,0.51875,2.566666666666667,2.7666666666666666,5.333333333333333,0.26666666666666666,0.5,zone_control_proxy
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,82,team_stats,Scores,25,KINOTROPE gaming,38,1st,10.4,104,117,221,123,132,53327,"56,644","-3,317",512.76,"2,232",15,10,0.91,1.75,114,30h 18m 36s,10m 37s,4,4,6,14,18,27,38,47.4%,77.8%,28.6%,96,0.47058823529411764,0.5294117647058824,2.736842105263158,3.0789473684210527,5.815789473684211,0.3684210526315789,0.47368421052631576,zone_control_proxy
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,82,team_stats,Scores,26,Oxygen Esports,24,2nd,9.5,63,61,124,75,82,30931,"35,248","-4,317",490.97,"1,781",9,2,0.85,1.8,74,20h 56m 16s,12m 14s,0,1,1,7,15,19,24,62.5%,46.7%,0%,70,0.5080645161290323,0.49193548387096775,2.625,2.5416666666666665,5.166666666666667,0.2916666666666667,0.625,hybrid_high_yield
playoffs_split1,ALGS Year 4 Split 1 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,Y4-Split1,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/ALGS-Playoffs/Global/Overview,overview,82,team_stats,Scores,23,WMNDY,30,1st,11.8,64,71,135,80,102,35844,"38,705","-2,861",560.06,"3,816",13,7,0.68,1.36,94,20h 57m 15s,9m 39s,1,3,5,7,10,21,30,33.3%,70%,14.3%,64,0.4740740740740741,0.5259259259259259,2.1333333333333333,2.3666666666666667,4.5,0.23333333333333334,0.3333333333333333,zone_control_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,22,Dragons Esports,23,1st,10.9,67,52,119,82,85,37544,"42,036","-4,492",560.36,"2,707",18,2,0.97,2.01,69,,11m 43s,1,1,3,4,10,18,23,43.5%,40%,25%,72,0.5630252100840336,0.4369747899159664,2.9130434782608696,2.260869565217391,5.173913043478261,0.17391304347826086,0.43478260869565216,edge_fighting_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,23,Weibo Gaming,20,1st,14.0,45,30,75,66,65,26797,"26,156",641,595.49,"2,429",7,3,0.75,1.57,60,,9m 47s,1,1,2,2,4,11,20,20%,50%,50%,49,0.6,0.4,2.25,1.5,3.75,0.1,0.2,edge_fighting_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,24,LGD GAMING,23,1st,11.5,58,51,109,68,84,36275,"34,643","1,632",625.43,"2,858",11,5,0.82,1.8,71,,11m 44s,1,1,2,4,10,18,23,43.5%,40%,25%,70,0.5321100917431193,0.46788990825688076,2.5217391304347827,2.217391304347826,4.739130434782608,0.17391304347826086,0.43478260869565216,edge_fighting_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,25,Blacklist International,23,3rd,12.1,51,45,96,67,78,32468,"38,220","-5,752",636.63,"1,751",10,1,0.73,1.51,70,,10m 34s,0,0,2,6,10,13,23,43.5%,60%,0%,55,0.53125,0.46875,2.217391304347826,1.9565217391304348,4.173913043478261,0.2608695652173913,0.43478260869565216,hybrid_high_yield
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,26,Mizuchi,23,1st,9.8,65,76,141,83,79,49665,"41,081","8,584",764.08,"3,710",14,4,0.97,2.07,67,,12m 44s,2,4,5,8,10,19,23,43.5%,80%,25%,74,0.46099290780141844,0.5390070921985816,2.8260869565217392,3.3043478260869565,6.130434782608695,0.34782608695652173,0.43478260869565216,zone_control_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,27,TIE,20,2nd,11.5,33,38,71,46,65,28154,"29,007",-853,853.15,"1,293",3,4,0.52,0.98,64,,11m 49s,0,1,1,3,9,15,20,45%,33.3%,0%,30,0.4647887323943662,0.5352112676056338,1.65,1.9,3.55,0.15,0.45,low_yield_or_unstable
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,28,Virtus.Pro,20,1st,10.0,55,57,112,62,60,28360,"28,519",-159,515.64,"2,554",2,0,0.96,1.68,57,,14m 23s,1,3,3,5,9,16,20,45%,55.6%,20%,41,0.49107142857142855,0.5089285714285714,2.75,2.85,5.6,0.25,0.45,zone_control_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,29,SpaceStation Gaming,33,1st,11.2,97,73,170,119,110,61518,"49,199","12,319",634.21,"3,699",17,2,1.02,2.22,95,,12m 22s,2,2,2,6,16,22,33,48.5%,37.5%,33.3%,114,0.5705882352941176,0.4294117647058823,2.9393939393939394,2.212121212121212,5.151515151515151,0.18181818181818182,0.48484848484848486,edge_fighting_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,31,HEROEZ,20,2nd,11.3,31,41,72,37,62,26864,"32,327","-5,463",866.58,739,4,0,0.52,0.95,60,,10m 38s,0,1,2,4,9,16,20,45%,44.4%,0%,26,0.4305555555555556,0.5694444444444444,1.55,2.05,3.6,0.2,0.45,zone_control_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,32,TSM,20,1st,10.5,68,62,130,78,64,31400,"27,306","4,094",461.76,"3,989",7,2,1.15,2.29,59,,10m 59s,1,4,5,6,8,16,20,40%,75%,16.7%,67,0.5230769230769231,0.47692307692307695,3.4,3.1,6.5,0.3,0.4,hybrid_high_yield
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,33,HAO,20,2nd,9.8,56,49,105,71,70,31138,"31,195",-57,556.04,807,11,3,0.89,2.03,63,,13m 47s,0,1,2,3,12,16,20,60%,25%,0%,72,0.5333333333333333,0.4666666666666667,2.8,2.45,5.25,0.15,0.6,edge_fighting_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,21,NRG,20,1st,10.5,55,50,105,71,69,38314,"38,147",167,696.62,"1,788",13,3,0.92,1.85,60,,11m 27s,1,1,1,5,12,16,20,60%,41.7%,20%,56,0.5238095238095238,0.47619047619047616,2.75,2.5,5.25,0.25,0.6,hybrid_high_yield
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,35,FNATIC,23,1st,12.7,57,40,97,79,71,38999,"27,185","11,814",684.19,"6,309",6,0,0.86,1.8,66,,11m 7s,1,1,1,4,7,13,23,30.4%,57.1%,25%,62,0.5876288659793815,0.41237113402061853,2.4782608695652173,1.7391304347826086,4.217391304347826,0.17391304347826086,0.30434782608695654,edge_fighting_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,36,EXO Clan,23,1st,8.5,77,83,160,91,73,45748,"38,457","7,291",594.13,805,9,2,1.18,2.37,65,,11m 30s,2,4,5,6,16,21,23,69.6%,37.5%,33.3%,77,0.48125,0.51875,3.347826086956522,3.608695652173913,6.956521739130435,0.2608695652173913,0.6956521739130435,zone_control_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,37,Alliance,23,1st,6.9,110,100,210,126,75,57689,"42,409","15,280",524.45,"5,908",13,2,1.69,3.2,65,,11m 29s,2,4,6,11,18,22,23,78.3%,61.1%,18.2%,98,0.5238095238095238,0.47619047619047616,4.782608695652174,4.3478260869565215,9.130434782608695,0.4782608695652174,0.782608695652174,hybrid_high_yield
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,38,Guild Esports,33,1st,7.6,89,134,223,103,100,60243,"47,475","12,768",676.89,"4,248",11,4,0.96,1.86,93,,10m 47s,2,5,6,12,19,21,23,69.7%,60.9%,21.4%,84,0.3991031390134529,0.600896860986547,2.696969696969697,4.0606060606060606,6.757575757575758,0.36363636363636365,0.5757575757575758,zone_control_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,39,GHS Professional,23,3rd,11.2,44,46,90,59,75,30775,"31,490",-715,699.43,835,9,3,0.64,1.39,69,,13m 36s,0,0,0,2,6,8,13,52.2%,33.3%,0%,52,0.4888888888888889,0.5111111111111111,1.9130434782608696,2.0,3.9130434782608696,0.08695652173913043,0.2608695652173913,low_yield_or_unstable
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,30,DMS,23,1st,8.5,61,91,152,81,73,49616,"46,111","3,505",813.38,"2,626",10,3,0.91,1.6,67,,13m 31s,2,4,8,9,14,19,23,60.9%,64.3%,22.2%,46,0.40131578947368424,0.5986842105263158,2.652173913043478,3.9565217391304346,6.608695652173913,0.391304347826087,0.6086956521739131,zone_control_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,34,Natus Vincere,20,2nd,12.3,60,40,100,68,72,28032,"29,313","-1,281",467.2,"5,052",7,5,0.92,1.91,65,,9m 58s,0,2,2,3,8,14,20,40%,37.5%,0%,64,0.6,0.4,3.0,2.0,5.0,0.15,0.4,edge_fighting_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,40,Elev8 x Bleed,23,1st,10.2,84,68,152,99,79,38180,"38,190",-10,454.52,"4,501",12,2,1.22,2.62,69,,12m 11s,0,1,2,3,8,10,13,60.9%,42.9%,16.7%,97,0.5526315789473685,0.4473684210526316,3.652173913043478,2.9565217391304346,6.608695652173913,0.13043478260869565,0.34782608695652173,edge_fighting_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,18,FENNEL,20,3rd,10.7,45,43,88,64,70,32038,"33,200","-1,162",711.96,"2,190",10,6,0.71,1.22,63,,9m 45s,0,0,2,3,11,15,20,55%,27.3%,0%,32,0.5113636363636364,0.48863636363636365,2.25,2.15,4.4,0.15,0.55,low_yield_or_unstable
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,20,NORTHEPTION,20,2nd,10.4,58,62,120,65,71,34202,"28,206","5,996",589.69,"1,346",10,2,0.94,2.0,62,,10m 56s,0,3,5,7,11,14,20,55%,63.6%,0%,66,0.48333333333333334,0.5166666666666667,2.9,3.1,6.0,0.35,0.55,zone_control_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,1,GEEKAY ESPORTS,20,2nd,11.8,50,39,89,63,62,28023,"26,886","1,137",560.46,"1,070",9,0,0.88,1.79,57,,11m 14s,0,0,0,2,6,8,10,45%,44.4%,0%,52,0.5617977528089888,0.43820224719101125,2.5,1.95,4.45,0.1,0.3,edge_fighting_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,2,GaiminGladiators,23,1st,9.6,89,79,168,99,72,44334,"42,903","1,431",498.13,"3,544",18,1,1.46,3.23,61,,9m 51s,2,4,6,8,13,16,23,56.5%,61.5%,25%,108,0.5297619047619048,0.47023809523809523,3.869565217391304,3.4347826086956523,7.304347826086956,0.34782608695652173,0.5652173913043478,hybrid_high_yield
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,3,Red Rams,20,1st,12.4,46,39,85,56,57,23558,"18,516","5,042",512.13,"6,528",3,2,0.82,1.66,56,,11m 1s,1,1,2,4,7,11,20,35%,57.1%,25%,47,0.5411764705882353,0.4588235294117647,2.3,1.95,4.25,0.2,0.35,hybrid_high_yield
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,4,MKERS,20,1st,12.8,36,38,74,46,58,26793,"21,966","4,827",744.25,"2,703",5,1,0.65,1.29,55,,13m 47s,0,1,1,2,3,6,10,25%,60%,33.3%,35,0.4864864864864865,0.5135135135135135,1.8,1.9,3.7,0.1,0.15,low_yield_or_unstable
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,5,Reject Winnity,10,4th,14.5,8,11,19,14,34,10359,"10,807",-448,1294.88,"1,060",4,3,0.27,0.53,30,,10m 30s,0,0,0,1,3,4,10,30%,33.3%,0%,8,0.42105263157894735,0.5789473684210527,0.8,1.1,1.9,0.1,0.3,low_yield_or_unstable
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,6,Team Falcons,23,1st,6.4,122,123,245,144,72,66123,"46,085","20,038",541.99,"2,413",15,0,2.26,4.78,54,,9m 56s,4,8,9,12,17,22,23,73.9%,70.6%,33.3%,136,0.49795918367346936,0.5020408163265306,5.304347826086956,5.3478260869565215,10.652173913043478,0.5217391304347826,0.7391304347826086,zone_control_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,7,Luminosity Gaming,23,1st,8.3,76,92,168,93,76,48990,"45,491","3,499",644.61,"1,607",14,3,1.15,2.26,66,,11m 5s,1,3,9,10,14,19,23,60.9%,71.4%,10%,73,0.4523809523809524,0.5476190476190477,3.3043478260869565,4.0,7.304347826086956,0.43478260869565216,0.6086956521739131,zone_control_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,8,FaZe,23,1st,9.2,67,72,139,83,71,46279,"36,802","9,477",690.73,"1,470",11,1,1.08,1.98,62,,11m 39s,2,3,3,8,13,18,23,56.5%,61.5%,25%,56,0.48201438848920863,0.5179856115107914,2.9130434782608696,3.130434782608696,6.043478260869565,0.34782608695652173,0.5652173913043478,zone_control_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,19,RIDDLE ORDER,10,6th,12.6,11,11,22,20,36,13149,"16,221","-3,072",1195.36,241,4,2,0.34,0.59,32,,12m 3s,0,0,0,0,3,7,10,30%,0%,0%,8,0.5,0.5,1.1,1.1,2.2,0.0,0.3,low_yield_or_unstable
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,10,Pioneers,20,3rd,12.7,35,32,67,49,70,25601,"23,767","1,834",731.46,"4,412",11,5,0.56,1.27,62,,8m 25s,0,0,1,5,6,13,20,30%,83.3%,0%,44,0.5223880597014925,0.47761194029850745,1.75,1.6,3.35,0.25,0.3,hybrid_high_yield
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,11,Evos Esports,20,4th,10.6,34,37,71,50,69,27501,"29,299","-1,798",808.85,"4,418",8,7,0.53,0.92,64,,12m 36s,0,0,0,2,10,18,20,50%,20%,0%,25,0.4788732394366197,0.5211267605633803,1.7,1.85,3.55,0.1,0.5,low_yield_or_unstable
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,12,Aurora,23,1st,9.8,80,75,155,89,78,36979,"33,639","3,340",462.24,"12,495",23,5,1.29,2.45,62,,9m 50s,3,4,4,6,12,19,23,52.2%,50%,50%,72,0.5161290322580645,0.4838709677419355,3.4782608695652173,3.260869565217391,6.739130434782608,0.2608695652173913,0.5217391304347826,zone_control_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,13,E-XOLOS LAZER,23,3rd,10.7,59,46,105,75,77,46071,"40,544","5,527",780.86,"2,721",13,2,0.87,1.84,68,,12m 16s,0,0,2,3,12,18,23,52.2%,25%,0%,66,0.5619047619047619,0.4380952380952381,2.5652173913043477,2.0,4.565217391304348,0.13043478260869565,0.5217391304347826,edge_fighting_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,14,Team Liquid,23,1st,9.1,107,79,186,127,78,55484,"40,741","14,743",518.54,"2,943",15,1,1.67,3.58,64,,11m 52s,2,3,4,9,13,19,23,56.5%,69.2%,22.2%,122,0.5752688172043011,0.42473118279569894,4.6521739130434785,3.4347826086956523,8.08695652173913,0.391304347826087,0.5652173913043478,hybrid_high_yield
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,15,Twisted Minds,23,1st,9.4,92,86,178,107,81,47086,"43,467","3,619",511.8,"3,410",19,7,1.44,2.97,64,,11m 28s,3,5,6,7,14,18,23,60.9%,50%,42.9%,98,0.5168539325842697,0.48314606741573035,4.0,3.739130434782609,7.739130434782608,0.30434782608695654,0.6086956521739131,zone_control_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,16,Crazy Raccoon,20,1st,12.6,50,41,91,61,59,31903,"23,623","8,280",638.06,"3,578",7,1,0.94,2.0,53,,9m 23s,1,1,1,1,3,8,10,30%,33.3%,100%,56,0.5494505494505495,0.45054945054945056,2.5,2.05,4.55,0.05,0.15,edge_fighting_proxy
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,9,Disguised,20,2nd,9.9,62,48,110,82,70,35491,"27,408","8,083",572.44,"5,093",16,2,1.05,1.8,59,,11m 44s,0,1,1,4,13,16,20,65%,30.8%,0%,44,0.5636363636363636,0.43636363636363634,3.1,2.4,5.5,0.2,0.65,hybrid_high_yield
midseason_ewc_split1,ALGS Year 4 Midseason Playoffs / EWC,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,Y4-Split1,EWC,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split1/EWC/Global/Overview,overview,96,team_stats,Top 10 Teams,17,Ninjas in Pyjamas,20,1st,12.7,44,43,87,49,65,30343,"28,518","1,825",689.61,957,11,2,0.79,1.64,56,,10m 23s,1,2,3,4,7,11,20,35%,57.1%,25%,48,0.5057471264367817,0.4942528735632184,2.2,2.15,4.35,0.2,0.35,zone_control_proxy
