event_slug,event_name,overview_url,split,league,region,day,group,game_id,source_url,source_scope,table_index,table_type,table_heading,row_number,team,games,best_p,avg_p,kills,place_pts,total_pts,knocks,times_knocked,dmg_dealt,dmg_taken,dmg_diff,dmg_per_kill,ring_dmg,rez,rspn,k_per_d,ka_per_d,deaths,surv_time,avg_fastest_first_kill,top_1s,top_2s,top_3s,top_5s,top_10s,top_15s,top_20s,top_10_pct,t10_to_t5_pct,t5_to_t1_pct,assists,kill_share,placement_share,kills_per_game,place_pts_per_game,total_pts_per_game,top5_rate,top10_rate,style
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,23,Liquid Alienware,40,1st,11.7,95,81,176,114,137,57297,"63,422","-6,125",603.13,"3,416",27,6,0.81,1.68,117,30h 47m 53s,,2,2,2,8,17,29,40,42.5%,47.1%,25%,101,0.5397727272727273,0.4602272727272727,2.375,2.025,4.4,0.2,0.425,edge_fighting_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,24,Exo Clan,40,1st,10.7,113,93,206,133,137,63936,"59,801","4,135",565.81,"1,960",19,8,0.93,2.13,122,31h 30m 10s,,1,3,4,7,21,31,40,52.5%,33.3%,14.3%,147,0.5485436893203883,0.45145631067961167,2.825,2.325,5.15,0.175,0.525,edge_fighting_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,25,Not Moist,34,1st,8.4,187,139,326,219,125,95378,"66,117","29,261",510.04,"6,507",23,9,1.8,3.8,104,31h 1m 51s,,3,8,10,13,21,29,34,61.8%,61.9%,23.1%,208,0.5736196319018405,0.4263803680981595,5.5,4.088235294117647,9.588235294117647,0.38235294117647056,0.6176470588235294,hybrid_high_yield
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,26,Cloud9,40,1st,9.5,121,131,252,142,123,72659,"58,222","14,437",600.49,"2,465",11,3,1.08,2.33,112,33h 33m 18s,,3,6,9,10,21,36,40,52.5%,47.6%,30%,140,0.4801587301587302,0.5198412698412699,3.025,3.275,6.3,0.25,0.525,zone_control_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,27,Noctem Scan,40,1st,11.3,120,97,217,144,132,63899,"64,289",-390,532.49,"2,010",12,11,0.96,2.16,125,31h 17m 30s,,1,4,6,9,18,29,40,45%,50%,11.1%,150,0.5529953917050692,0.4470046082949309,3.0,2.425,5.425,0.225,0.45,hybrid_high_yield
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,28,Team Falcons,34,1st,11.4,124,89,213,147,119,69445,"67,466","1,979",560.04,"1,796",26,2,1.31,2.74,95,27h 30m 47s,,3,5,5,7,14,23,34,41.2%,50%,42.9%,136,0.5821596244131455,0.41784037558685444,3.6470588235294117,2.6176470588235294,6.264705882352941,0.20588235294117646,0.4117647058823529,edge_fighting_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,29,VK GAMING,34,1st,9.1,94,108,202,110,126,66265,"58,174","8,091",704.95,"4,230",23,7,0.89,1.88,106,29h 18m 19s,,1,3,5,12,22,26,34,64.7%,54.5%,8.3%,105,0.46534653465346537,0.5346534653465347,2.764705882352941,3.176470588235294,5.9411764705882355,0.35294117647058826,0.6470588235294118,zone_control_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,32,GHS Professional,24,3rd,11.1,40,44,84,47,77,27475,"29,120","-1,645",686.88,"1,714",2,5,0.52,1.14,77,19h 32m 30s,,0,0,2,3,10,20,24,41.7%,30%,0%,48,0.47619047619047616,0.5238095238095238,1.6666666666666667,1.8333333333333333,3.5,0.125,0.4166666666666667,low_yield_or_unstable
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,31,TSM,34,1st,8.9,156,123,279,186,117,83013,"58,772","24,241",532.13,"4,570",16,6,1.53,3.5,102,31h 17m 57s,,2,6,7,13,22,29,34,64.7%,59.1%,15.4%,201,0.5591397849462365,0.44086021505376344,4.588235294117647,3.6176470588235294,8.205882352941176,0.38235294117647056,0.6470588235294118,hybrid_high_yield
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,22,Alliance,40,1st,10.9,174,114,288,198,141,77135,"65,725","11,410",443.3,"5,593",26,10,1.44,3.17,121,31h 19m 2s,,3,6,7,11,17,26,40,42.5%,64.7%,27.3%,209,0.6041666666666666,0.3958333333333333,4.35,2.85,7.2,0.275,0.425,hybrid_high_yield
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,33,XNY,24,6th,15.4,37,17,54,46,80,26350,"30,823","-4,473",712.16,"2,526",4,4,0.49,1.05,76,15h 38m 18s,,0,0,0,0,5,10,24,20.8%,0%,0%,43,0.6851851851851852,0.3148148148148148,1.5416666666666667,0.7083333333333334,2.25,0.0,0.20833333333333334,edge_fighting_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,34,FaZe,24,1st,11.1,39,51,90,57,78,41044,"39,257","1,787",1052.41,"1,273",4,6,0.52,0.93,75,19h 10m 5s,,1,1,1,5,12,18,24,50%,41.7%,20%,31,0.43333333333333335,0.5666666666666667,1.625,2.125,3.75,0.20833333333333334,0.5,low_yield_or_unstable
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,35,E-Xolos LAZER,30,1st,8.7,85,106,191,104,98,59671,"54,961","4,710",702.01,"3,321",20,3,1.01,1.99,84,25h 8m 12s,,2,3,6,11,22,24,30,73.3%,50%,18.2%,82,0.44502617801047123,0.5549738219895288,2.8333333333333335,3.533333333333333,6.366666666666666,0.36666666666666664,0.7333333333333333,zone_control_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,36,STRIDERZ,24,3rd,14.1,26,26,52,38,84,24028,"26,772","-2,744",924.15,"3,942",6,8,0.33,0.58,80,18h 8m 42s,,0,0,1,2,3,14,24,12.5%,66.7%,0%,20,0.5,0.5,1.0833333333333333,1.0833333333333333,2.1666666666666665,0.08333333333333333,0.125,low_yield_or_unstable
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,37,Legends Gaming,30,1st,9.6,80,81,161,103,109,49414,"53,471","-4,057",617.68,"1,906",17,9,0.86,1.84,93,25h 48m 37s,,1,1,3,8,18,26,30,60%,44.4%,12.5%,91,0.4968944099378882,0.5031055900621118,2.6666666666666665,2.7,5.366666666666666,0.26666666666666666,0.6,zone_control_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,38,SSE-Xray,24,2nd,11.3,43,43,86,59,80,32168,"32,710",-542,748.09,"3,128",7,2,0.58,1.04,74,20h 46m 36s,,0,1,1,3,12,18,24,50%,25%,0%,34,0.5,0.5,1.7916666666666667,1.7916666666666667,3.5833333333333335,0.125,0.5,low_yield_or_unstable
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,30,BLEED Esports,34,1st,8.6,112,131,243,131,114,60224,"61,183",-959,537.71,"3,537",23,2,1.18,2.18,95,31h 33m 50s,,3,7,9,11,23,28,34,67.6%,47.8%,27.3%,95,0.4609053497942387,0.5390946502057613,3.2941176470588234,3.8529411764705883,7.147058823529412,0.3235294117647059,0.6764705882352942,zone_control_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,21,GUILD,40,1st,8.0,123,150,273,146,154,77478,"66,675","10,803",629.9,"5,188",25,27,0.91,1.92,135,35h 40m 8s,,3,6,9,16,27,35,40,67.5%,59.3%,18.8%,136,0.45054945054945056,0.5494505494505495,3.075,3.75,6.825,0.4,0.675,zone_control_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,17,FA KIDS,24,4th,12.0,65,35,100,84,93,35231,"40,690","-5,459",542.02,"7,407",19,9,0.8,1.63,81,19h 24m 11s,,0,0,0,1,9,18,24,37.5%,11.1%,0%,67,0.65,0.35,2.7083333333333335,1.4583333333333333,4.166666666666667,0.041666666666666664,0.375,edge_fighting_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,19,Natus Vincere,30,1st,9.8,97,114,211,121,97,58946,"56,588","2,358",607.69,"2,541",24,3,1.29,2.65,75,25h 7m 33s,,5,6,8,12,17,20,30,56.7%,70.6%,41.7%,102,0.4597156398104265,0.5402843601895735,3.2333333333333334,3.8,7.033333333333333,0.4,0.5666666666666667,zone_control_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,1,shadow3690,30,1st,11.0,83,70,153,94,108,44810,"48,561","-3,751",539.88,"3,875",15,13,0.86,1.91,97,24h 16m 46s,,1,3,3,6,14,22,30,46.7%,42.9%,16.7%,102,0.5424836601307189,0.45751633986928103,2.7666666666666666,2.3333333333333335,5.1,0.2,0.4666666666666667,edge_fighting_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,2,Pioneers,24,2nd,10.1,58,52,110,80,86,41662,"36,915","4,747",718.31,"3,425",13,4,0.76,1.54,76,21h 50m 49s,,0,1,2,5,11,20,24,45.8%,45.5%,0%,59,0.5272727272727272,0.4727272727272727,2.4166666666666665,2.1666666666666665,4.583333333333333,0.20833333333333334,0.4583333333333333,edge_fighting_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,3,OLIMPO,24,2nd,12.5,46,43,89,59,85,28383,"35,765","-7,382",617.02,"3,638",7,6,0.59,1.24,78,18h 51m 12s,,0,1,3,4,7,15,24,29.2%,57.1%,0%,51,0.5168539325842697,0.48314606741573035,1.9166666666666667,1.7916666666666667,3.7083333333333335,0.16666666666666666,0.2916666666666667,edge_fighting_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,4,FNATIC,40,1st,10.2,138,113,251,168,137,86268,"67,285","18,983",625.13,"8,659",26,8,1.16,2.56,119,33h 58m 21s,,2,3,6,13,20,31,40,50%,65%,15.4%,167,0.549800796812749,0.450199203187251,3.45,2.825,6.275,0.325,0.5,hybrid_high_yield
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,5,NRG,34,1st,8.1,89,129,218,121,110,66969,"59,909","7,060",752.46,"2,989",14,2,0.91,1.49,98,31h 10m 23s,,2,7,9,12,23,30,34,67.6%,52.2%,16.7%,57,0.40825688073394495,0.591743119266055,2.6176470588235294,3.7941176470588234,6.411764705882353,0.35294117647058826,0.6764705882352942,zone_control_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,6,SWQ,30,1st,13.9,56,36,92,71,93,40043,"36,453","3,590",715.05,"4,560",5,5,0.63,1.42,89,21h 42m 39s,,1,1,1,1,8,15,30,26.7%,12.5%,100%,70,0.6086956521739131,0.391304347826087,1.8666666666666667,1.2,3.066666666666667,0.03333333333333333,0.26666666666666666,edge_fighting_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,7,MKERS,40,1st,11.6,84,90,174,109,132,53595,"52,794",801,638.04,"5,223",16,7,0.69,1.53,121,32h 37m 6s,,1,3,6,7,17,28,40,42.5%,41.2%,14.3%,101,0.4827586206896552,0.5172413793103449,2.1,2.25,4.35,0.175,0.425,low_yield_or_unstable
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,20,Complexity,40,1st,10.1,145,108,253,175,140,86120,"74,981","11,139",593.93,"3,548",23,7,1.2,2.5,121,34h 32m 24s,,1,4,5,10,22,32,40,55%,45.5%,10%,157,0.5731225296442688,0.4268774703557312,3.625,2.7,6.325,0.25,0.55,hybrid_high_yield
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,8,GoNext Esports,30,1st,12.0,84,64,148,101,96,42173,"37,415","4,758",502.06,"2,438",11,1,0.99,2.2,85,24h 3m 54s,,1,3,4,5,10,20,30,33.3%,50%,20%,103,0.5675675675675675,0.43243243243243246,2.8,2.1333333333333333,4.933333333333334,0.16666666666666666,0.3333333333333333,edge_fighting_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,10,ENTER FORCE.36,34,1st,9.9,102,94,196,117,123,53318,"57,323","-4,005",522.73,"4,083",20,6,0.97,2.16,105,29h 14m 26s,,1,3,6,9,16,29,34,47.1%,56.3%,11.1%,125,0.5204081632653061,0.47959183673469385,3.0,2.764705882352941,5.764705882352941,0.2647058823529412,0.47058823529411764,hybrid_high_yield
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,12,DreamFire,40,1st,10.8,106,94,200,126,130,67105,"57,614","9,491",633.07,"5,166",17,3,0.91,1.91,117,33h 6m 52s,,1,1,5,9,21,28,40,52.5%,42.9%,11.1%,117,0.53,0.47,2.65,2.35,5.0,0.225,0.525,hybrid_high_yield
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,13,FURIA,34,1st,8.8,117,124,241,149,125,68499,"62,732","5,767",585.46,"3,609",22,11,1.13,2.46,104,31h 50m 54s,,3,6,9,13,21,27,34,61.8%,61.9%,23.1%,139,0.4854771784232365,0.5145228215767634,3.4411764705882355,3.6470588235294117,7.088235294117647,0.38235294117647056,0.6176470588235294,zone_control_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,14,LG,30,1st,9.1,100,103,203,120,101,56985,"57,685",-700,569.85,"3,108",20,5,1.16,2.05,86,25h 17m 20s,,2,4,7,10,19,22,30,63.3%,52.6%,20%,76,0.49261083743842365,0.5073891625615764,3.3333333333333335,3.433333333333333,6.766666666666667,0.3333333333333333,0.6333333333333333,zone_control_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,15,NORTHEPTION,30,1st,11.0,56,64,120,84,103,42498,"40,544","1,954",758.89,"2,544",13,7,0.61,1.12,92,24h 49m 11s,,1,1,3,5,13,23,30,43.3%,38.5%,20%,47,0.4666666666666667,0.5333333333333333,1.8666666666666667,2.1333333333333333,4.0,0.16666666666666666,0.43333333333333335,low_yield_or_unstable
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,16,GaiminGladiators,34,1st,7.6,148,164,312,178,127,73777,"77,955","-4,178",498.49,"1,987",41,4,1.68,3.35,88,32h 39m 56s,,6,8,12,18,24,27,34,70.6%,75%,33.3%,147,0.47435897435897434,0.5256410256410257,4.352941176470588,4.823529411764706,9.176470588235293,0.5294117647058824,0.7058823529411765,zone_control_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,18,SSG,34,1st,9.8,125,120,245,154,104,70899,"44,121","26,778",567.19,"4,655",16,2,1.4,3.26,89,29h 7m 32s,,5,6,7,12,17,26,34,50%,70.6%,41.7%,165,0.5102040816326531,0.4897959183673469,3.676470588235294,3.5294117647058822,7.205882352941177,0.35294117647058826,0.5,zone_control_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,9,REJECT WINNITYJP,30,1st,11.1,48,70,118,59,99,35688,"42,879","-7,191",743.5,"1,699",12,5,0.53,1.09,90,24h 36m 16s,,1,2,3,7,13,23,30,43.3%,53.8%,14.3%,50,0.4067796610169492,0.5932203389830508,1.6,2.3333333333333335,3.933333333333333,0.23333333333333334,0.43333333333333335,zone_control_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,11,HAO,30,2nd,11.7,78,58,136,103,100,41255,"37,688","3,567",528.91,"1,560",12,2,0.88,1.89,89,23h 30m 8s,,0,1,2,6,14,19,29,46.7%,42.9%,0%,90,0.5735294117647058,0.4264705882352941,2.6,1.9333333333333333,4.533333333333333,0.2,0.4666666666666667,edge_fighting_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,40,FENNEL,24,3rd,11.6,54,40,94,65,89,32662,"38,232","-5,570",604.85,648,13,8,0.68,1.54,80,19h 18m 27s,,0,0,1,3,10,18,24,41.7%,30%,0%,69,0.574468085106383,0.425531914893617,2.25,1.6666666666666667,3.9166666666666665,0.125,0.4166666666666667,edge_fighting_proxy
playoffs_split2,ALGS Year 4 Split 2 Playoffs,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,Y4-Split2,ALGS-Playoffs,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Playoffs/Global/Overview,overview,84,team_stats,Scores,39,NOEZ FOXX,24,1st,12.8,40,47,87,58,81,30911,"30,796",115,772.78,"2,569",11,5,0.54,1.04,74,18h 44m 57s,,1,2,3,3,9,15,24,37.5%,33.3%,33.3%,37,0.45977011494252873,0.5402298850574713,1.6666666666666667,1.9583333333333333,3.625,0.125,0.375,low_yield_or_unstable
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,18,ENTER FORCE.36,35,1st,10.4,111,116,227,147,115,64812,"50,601","14,211",583.89,"10,686",24,2,1.17,2.47,95,29h 40m 24s,10m 51s,4,7,7,12,18,23,35,51.4%,66.7%,33.3%,124,0.4889867841409692,0.5110132158590308,3.1714285714285713,3.3142857142857145,6.485714285714286,0.34285714285714286,0.5142857142857142,zone_control_proxy
championship_split2,ALGS Year 4 Championship,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,Y4-Split2,ALGS-Championships,Global,Overview,,,https://apexlegendsstatus.com/algs/Y4-Split2/ALGS-Championships/Global/Overview,overview,82,team_stats,Scores,17,Complexity,43,1st,8.8,110,137,247,171,150,116851,"81,772","35,079",1062.28,"2,700",28,2,0.86,1.69,128,40h 45m 13s,13m 3s,1,6,9,12,27,37,43,62.8%,44.4%,8.3%,106,0.44534412955465585,0.5546558704453441,2.558139534883721,3.186046511627907,5.744186046511628,0.27906976744186046,0.627906976744186,zone_control_proxy
